"Observer","Date","Year","TimeInitial","TimeFinal","TransectNumber","Site","Location","Country","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","MidTransDepth_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","TotalCounts","Distance","ExtrapolationValue","Status"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Megastraeaturbanica",0,NA,NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Megastraeaundosa",0,NA,NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Megathuracrenulata",0,NA,NA,"NoConcession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Octopussp",0,NA,NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Panulirusinterruptus",4,"",NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Parastichopusparvimensis",2,"",NA,"Concession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Patiriaminiata",0,NA,NA,"NoConcession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Pisastergiganteus",0,NA,NA,"NoConcession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Abraham Mayoral","7/30/07","2007","12:11","12:17"," 4","IslaNatividad","LaBarrita","Mexico","Fished","11","4.6","11.6","7.8","27.8955","-115.2094","18","4","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Cancersp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Centrostephanuscoronatus",16,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Haliotiscorrugata",3,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Megastraeaundosa",2,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Megathuracrenulata",3,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Mesocentrotusfranciscanus",4,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Panulirusinterruptus",1,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Parastichopusparvimensis",1,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Strongylocentrotuspurpuratus",1,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","12:33","12:39"," 5","IslaNatividad","LaBarrita","Mexico","Fished","11.8","12","12","11.9","27.89756","-115.2066","15","5","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Cancersp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Centrostephanuscoronatus",2,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Crassedomagiganteum",2,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Haliotiscorrugata",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Haliotisfulgens",2,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Megastraeaundosa",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Megathuracrenulata",2,"",NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Panulirusinterruptus",10,"",NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Parastichopusparvimensis",0,NA,NA,"Concession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/28/07","2007","14:08","14:15"," 6","IslaNatividad","LaBarrita","Mexico","Fished","6.8","6.4","6.8","6.6","27.89553","-115.2076","16","7","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Cancersp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Centrostephanuscoronatus",2,"",NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Haliotiscorrugata",2,"",NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Megastraeaundosa",1,"",NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Megathuracrenulata",1,"",NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Mesocentrotusfranciscanus",1,"",NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Parastichopusparvimensis",1,"",NA,"Concession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","10:16","10:20"," 7","IslaNatividad","LaBarrita","Mexico","Fished","10.8","11.3","11.3","11.05","27.89767","-115.2094","15","4","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Cancersp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Crassedomagiganteum",1,"",NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Haliotiscorrugata",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Megastraeaundosa",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Megathuracrenulata",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Parastichopusparvimensis",1,"",NA,"Concession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Alonso Ramirez","7/30/07","2007","12:04","12:07"," 8","IslaNatividad","LaBarrita","Mexico","Fished","12","12.5","12.5","12.25","27.8955","-115.2094","18","4","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Cancersp",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Centrostephanuscoronatus",5,"",NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Haliotiscorrugata",3,"",NA,"Concession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Grosso","7/28/07","2007","12:42","12:51"," 9","IslaNatividad","LaBarrita","Mexico","Fished","15","10.9","15","12.95","27.89777","-115.2068","13","3","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
