"Observer","Date","Month","Day","Year","TransectNumber","TimeInitial","TimeFinal","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","MidTransDepth","Latitude","Longitude","Temperature","Visibility","Genusspecies","Abundance","NumberStipes","TransDistance","newdate"
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,11,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,8,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,16,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,7,"9:17","9:23","LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,16.3,27.87721,115.16712,13.8,5,"Macrocystispyrifera",1,2,26,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,9,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,7,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,7,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,7,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,7,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,20,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,20,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,25,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,6,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,20,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,5,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,15,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,17,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,3,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,4,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,2,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,NA,2011-07-29
"JohnatanReyes","7/29/11",7,29,2011,8,"10:20","10:29","LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,10.2,27.87856,115.17043,12,7,"Macrocystispyrifera",1,1,11,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Eiseniaarborea",6,NA,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,16,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,1,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,6,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,6,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,13,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,7,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,8,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,7,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,9,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Macrocystispyrifera",1,8,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,9,"9:12","9:18","LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,14.9,27.87721,115.16712,13.7,5,"Laminaria",1,NA,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Eiseniaarborea",2,NA,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,3,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,2,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,7,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,1,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,4,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,5,NA,2011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,10,"10:17","10:23","LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,10.9,27.87856,115.17043,13.6,5,"Macrocystispyrifera",1,4,NA,2011-07-29
