"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","MidTransDepth","Latitude","Longitude","Temperature","Visibility","Genusspecies","Abundance","Distance","newdate"
"RobertoVazquez","8/6/12",8,6,2012,"9:24","9:31",20,"Babencho","IslaNatividad","Fished","Mexico",12.6,10,12.6,11.3,"27.85618",-115.18825,13,5,"Patiriaminiata",0,NA,2012-08-06
"RobertoVazquez","8/6/12",8,6,2012,"9:24","9:31",20,"Babencho","IslaNatividad","Fished","Mexico",12.6,10,12.6,11.3,"27.85618",-115.18825,13,5,"Cypraeaspadicea",0,NA,2012-08-06
"RobertoVazquez","8/6/12",8,6,2012,"9:24","9:31",20,"Babencho","IslaNatividad","Fished","Mexico",12.6,10,12.6,11.3,"27.85618",-115.18825,13,5,"Cancerspp",0,NA,2012-08-06
"RobertoVazquez","8/6/12",8,6,2012,"9:24","9:31",20,"Babencho","IslaNatividad","Fished","Mexico",12.6,10,12.6,11.3,"27.85618",-115.18825,13,5,"Loxorhynchusgrandis",0,NA,2012-08-06
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotiscorrugata",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotisfulgens",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotissorenseni",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotiscracherodii",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotisrufescens",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Panulirusinterruptus",22,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Parastichopusparvimensis",1,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Pisastergiganteus",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Sunstarspp",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megastraeaundosa",187,8,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megastraeaturbanica",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Kelletiakelletii",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megathuracrenulata",6,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Crassedomagiganteum",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Anemonespp",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Gorgonianspp",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Lophogorgiachilensis",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Strongylocentrotusfranciscanus",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Strongylocentrotuspurpuratus",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Centrostephanuscoronatus",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Patiriaminiata",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Cypraeaspadicea",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Cancerspp",0,NA,2012-07-31
"AbrahamMayoral","7/31/12",7,31,2012,"10:27","10:35",21,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Loxorhynchusgrandis",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotiscorrugata",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotisfulgens",1,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotissorenseni",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotiscracherodii",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Haliotisrufescens",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Panulirusinterruptus",20,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Parastichopusparvimensis",1,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Pisastergiganteus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Sunstarspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megastraeaundosa",115,13,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megastraeaturbanica",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Kelletiakelletii",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Megathuracrenulata",6,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Crassedomagiganteum",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Anemonespp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Gorgonianspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Lophogorgiachilensis",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Strongylocentrotusfranciscanus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Strongylocentrotuspurpuratus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Centrostephanuscoronatus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Patiriaminiata",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Cypraeaspadicea",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Cancerspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:52","11:01",22,"LaPlana","IslaNatividad","Reserve","Mexico",9.8,8.2,9.8,9,"27.84907",-115.17152,14,5,"Loxorhynchusgrandis",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Haliotiscorrugata",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Haliotisfulgens",3,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Haliotissorenseni",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Haliotiscracherodii",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Haliotisrufescens",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Panulirusinterruptus",38,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Parastichopusparvimensis",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Pisastergiganteus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Sunstarspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Megastraeaundosa",75,22,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Megastraeaturbanica",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Kelletiakelletii",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Megathuracrenulata",4,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Crassedomagiganteum",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Anemonespp",4,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Gorgonianspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Lophogorgiachilensis",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Strongylocentrotusfranciscanus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Strongylocentrotuspurpuratus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Centrostephanuscoronatus",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Patiriaminiata",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Cypraeaspadicea",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Cancerspp",0,NA,2012-07-31
"ArturoHernandez","7/31/12",7,31,2012,"10:27","10:35",23,"LaPlana","IslaNatividad","Reserve","Mexico",7.4,8.3,8.3,7.85,"27.84907",-115.17152,14,5,"Loxorhynchusgrandis",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotiscorrugata",1,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotisfulgens",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotissorenseni",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotiscracherodii",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotisrufescens",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Panulirusinterruptus",35,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Parastichopusparvimensis",6,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Pisastergiganteus",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Sunstarspp",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megastraeaundosa",136,11,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megastraeaturbanica",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Kelletiakelletii",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megathuracrenulata",6,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Crassedomagiganteum",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Anemonespp",2,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Gorgonianspp",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Lophogorgiachilensis",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Strongylocentrotusfranciscanus",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Strongylocentrotuspurpuratus",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Centrostephanuscoronatus",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Patiriaminiata",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Cypraeaspadicea",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Cancerspp",0,NA,2012-07-31
"JhonatanCastro","7/31/12",7,31,2012,"10:06","10:17",24,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Loxorhynchusgrandis",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotiscorrugata",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotisfulgens",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotissorenseni",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotiscracherodii",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Haliotisrufescens",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Panulirusinterruptus",25,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Parastichopusparvimensis",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Pisastergiganteus",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Sunstarspp",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megastraeaundosa",71,21,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megastraeaturbanica",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Kelletiakelletii",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Megathuracrenulata",5,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Crassedomagiganteum",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Anemonespp",4,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Gorgonianspp",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Lophogorgiachilensis",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Strongylocentrotusfranciscanus",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Strongylocentrotuspurpuratus",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Centrostephanuscoronatus",0,NA,2012-07-31
"Sergiomendoza","7/31/12",7,31,2012,"10:18","10:28",25,"LaPlana","IslaNatividad","Reserve","Mexico",8.4,8.6,8.6,8.5,"27.84855",-115.17216,14,5,"Patiriaminiata",0,NA,2012-07-31
