"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","DiveSample","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","Latitude","Longitude","Temperature","Visibility","Genusspecies","PatchNumber","Length","Abundance","MinIntoDiveAbFound","newdate"
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,21,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","8/17/06",8,17,2006,"12:14","13:22",8,"LaPlana","IslaNatividad","Reserve","Mexico",5.7,2.1,5.7,"27.84822",-115.17097,NA,NA,"Haliotisfulgens",NA,22,1,NA,0006-08-17
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",1,17,1,3,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",2,19,1,8,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",3,13,1,11,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",3,16,1,11,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",4,17,1,17,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",5,16,1,24,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotiscorrugata",5,16,1,24,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",1,21,1,9,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",1,26,1,9,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",2,26,1,10,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",3,19,1,21,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",3,19,1,21,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"9:14","9:44",1,"LaDulce","IslaNatividad","Fished","Mexico",10.3,8.4,10.3,"27.84238",-115.14358,13,8,"Haliotisfulgens",4,21,1,25,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",1,17,1,6,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",2,15,1,10,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",2,17,1,10,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",3,9,1,11,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",4,14,1,17,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",4,16,1,17,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",4,16,1,17,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",5,15,1,20,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",5,15,1,20,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotiscorrugata",6,18,1,25,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotisfulgens",1,16,1,4,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotisfulgens",1,20,1,4,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotisfulgens",2,21,1,15,0010-07-26
"RobertoVazquez","7/26/10",7,26,2010,"10:28","11:02",2,"LaDulce","IslaNatividad","Fished","Mexico",12,7,12,"27.84464",-115.14165,13,7,"Haliotisfulgens",3,18,1,21,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotisfulgens",1,18,1,24,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotisfulgens",1,21,1,24,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotisfulgens",2,18,1,32,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotisfulgens",3,12,1,35,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotisfulgens",3,15,1,35,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"9:04","9:41",3,"LaDulce","IslaNatividad","Fished","Mexico",10.6,7.6,10.6,"27.84397",-115.14352,14,10,"Haliotiscorrugata",0,0,0,NA,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"10:27","10:56",4,"LaDulce","IslaNatividad","Fished","Mexico",12,13.5,13.5,"27.84505",-115.14091,14,9,"Haliotiscorrugata",1,21,1,12,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"10:27","10:56",4,"LaDulce","IslaNatividad","Fished","Mexico",12,13.5,13.5,"27.84505",-115.14091,14,9,"Haliotiscorrugata",2,18,1,28,0010-07-26
"JesusFlores","7/26/10",7,26,2010,"10:27","10:56",4,"LaDulce","IslaNatividad","Fished","Mexico",12,13.5,13.5,"27.84505",-115.14091,14,9,"Haliotisfulgens",0,0,0,NA,0010-07-26
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotisfulgens",0,0,0,NA,0010-07-27
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotiscorrugata",1,18,1,7,0010-07-27
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotiscorrugata",2,17,1,11,0010-07-27
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotiscorrugata",2,8,1,11,0010-07-27
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotiscorrugata",3,18,1,19,0010-07-27
"RobertoVazquez","7/27/10",7,27,2010,"9:19","9:43",5,"LaDulce","IslaNatividad","Fished","Mexico",15,17,17,"27.84818",-115.14297,13,8,"Haliotiscorrugata",4,13,1,24,0010-07-27
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",1,15,1,4,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",1,18,1,4,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",2,13,1,7,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",2,16,1,7,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",3,18,1,8,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",3,18,1,8,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotiscorrugata",4,16,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",1,18,1,6,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",1,19,1,6,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",1,20,1,6,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",1,20,1,6,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",2,16,1,7,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",2,18,1,7,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",2,20,1,7,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",3,17,1,10,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",3,18,1,10,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",3,20,1,10,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",3,21,1,10,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",4,19,1,11,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",4,20,1,11,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,11,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,11,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,17,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,19,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,19,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,19,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,20,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",5,20,1,14,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",6,17,1,16,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",6,19,1,16,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",6,21,1,16,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",7,16,1,17,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",8,18,1,18,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",8,19,1,18,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",8,19,1,18,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",9,21,1,19,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",9,21,1,19,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",10,18,1,22,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",10,20,1,22,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",10,20,1,22,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",10,21,1,22,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",11,18,1,26,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",11,20,1,26,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",11,21,1,26,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",11,21,1,26,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,15,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,18,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,18,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,18,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,19,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",12,20,1,34,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",13,18,1,39,0010-07-28
"RobertoVazquez","7/28/10",7,28,2010,"10:01","10:51",4,"LaPlana","IslaNatividad","Reserve","Mexico",7,4,7,"27.84969",-115.17116,13,6,"Haliotisfulgens",14,10,1,42,0010-07-28
"JesusFlores","7/27/10",7,27,2010,"9:08","9:31",6,"LaDulce","IslaNatividad","Fished","Mexico",18.2,15.7,18.2,"27.8462",-115.14436,13,10,"Haliotiscorrugata",0,0,0,NA,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:08","9:31",6,"LaDulce","IslaNatividad","Fished","Mexico",18.2,15.7,18.2,"27.8462",-115.14436,13,10,"Haliotisfulgens",0,0,0,NA,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",1,25,1,8,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",1,26,1,8,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",2,20,1,15,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",2,23,1,15,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",2,23,1,32,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotisfulgens",2,25,1,32,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotiscorrugata",1,23,1,2,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotiscorrugata",2,23,1,3,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotiscorrugata",2,24,1,3,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotiscorrugata",3,21,1,6,0010-07-27
"JesusFlores","7/27/10",7,27,2010,"9:53","10:30",2,"LaPlana","IslaNatividad","Reserve","Mexico",11.2,8,11.2,"27. 84747",-115.1641,13,8,"Haliotiscorrugata",3,23,1,6,0010-07-27
