"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","Latitude","Longitude","Temperature","Visibility","SandSiltClay","Cobble","Boulder","Bedrock","Other","ReliefOne","ReliefTwo","ReliefThree","ReliefFour","NoOrg","BrownAlgae","OtherBrownAlgae","GreenAlgae","RedAlgae","ArticulatedCoralline","CrustoseCoralline","SessileInvertebrate","MobileInvertebrate","Gellidium","Seagrass","newdate"
"LeonardoVazquez","8/1/11",8,1,2011,"10:27","10:35",15,"LaPlana","IslaNatividad","Reserve","Mexico",10.2,10,10.2,27.84817,-115.17271,12,2,0,5,6,19,0,0,18,9,3,0,4,4,0,0,5,11,1,5,0,0,0011-08-01
"LeonardoVazquez","8/1/11",8,1,2011,"11:20","11:25",16,"LaPlana","IslaNatividad","Reserve","Mexico",12,14.3,14.3,27.84634,-115.17411,12,2,0,1,2,27,0,1,24,5,0,0,1,0,0,6,3,11,8,1,0,0,0011-08-01
"JuanHernandez","8/1/11",8,1,2011,"10:14","10:22",17,"LaPlana","IslaNatividad","Reserve","Mexico",9.1,9.1,9.1,27.84776,-115.1731,12,4,0,1,0,27,2,0,29,1,0,3,4,3,0,0,8,9,1,2,0,0,0011-08-01
"JuanHernandez","8/1/11",8,1,2011,"11:51","11:56",18,"LaPlana","IslaNatividad","Reserve","Mexico",14.3,15,15,27.84634,-115.17411,12,5,1,5,0,23,1,4,26,0,0,6,1,0,0,0,5,14,0,4,0,0,0011-08-01
"AbrahamMayoral","8/1/11",8,1,2011,"10:18","10:26",19,"LaPlana","IslaNatividad","Reserve","Mexico",10.6,10,10.6,27.84864,-115.16093,14,4,8,7,1,14,0,0,28,2,0,8,0,2,0,0,3,10,1,1,0,5,0011-08-01
"AbrahamMayoral","8/1/11",8,1,2011,"11:42","11:52",20,"LaPlana","IslaNatividad","Reserve","Mexico",6.9,6.3,6.9,27.85002,-115.16677,14,3,0,2,4,24,0,0,24,6,0,0,0,1,0,12,1,2,3,0,0,11,0011-08-01
"AlonsoRamirez","8/1/11",8,1,2011,"10:10","10:18",21,"LaPlana","IslaNatividad","Reserve","Mexico",10.3,11.5,11.5,27.84864,-115.16093,13,4,3,9,2,16,0,6,24,0,0,3,0,0,0,0,7,12,0,0,0,8,0011-08-01
"AlonsoRamirez","8/1/11",8,1,2011,"11:32","11:39",22,"LaPlana","IslaNatividad","Reserve","Mexico",6.2,7,7,27.85002,-115.16677,14,3,7,1,3,19,0,7,23,0,0,7,0,6,0,0,9,7,1,0,0,0,0011-08-01
"ArturoHernandez","8/1/11",8,1,2011,"10:21","10:29",23,"LaPlana","IslaNatividad","Reserve","Mexico",10.1,9.2,10.1,27.84864,-115.16093,13,3,0,4,17,7,2,6,21,3,0,0,4,1,0,0,3,14,2,3,0,3,0011-08-01
"ArturoHernandez","8/1/11",8,1,2011,"11:29","11:32",24,"LaPlana","IslaNatividad","Reserve","Mexico",6.4,6,6.4,27.85002,-115.16677,14,4,2,1,13,14,0,4,26,0,0,2,3,1,0,0,5,5,0,0,8,6,0011-08-01
"AshleyGreenley","8/1/11",8,1,2011,"10:30","10:35",25,"LaPlana","IslaNatividad","Reserve","Mexico",7.5,8.1,8.1,27.84817,-115.17271,13,2.5,0,10,3,17,0,0,22,8,0,11,0,0,0,0,10,6,2,1,0,0,0011-08-01
"AbrahamMayoral","8/2/11",8,2,2011,"10:10","11:17",1,"Babencho","IslaNatividad","Fished","Mexico",15.6,15,15.6,27.85915,-115.1879,12,3,0,15,5,10,0,0,30,0,0,0,0,1,0,4,4,16,5,0,0,0,0011-08-02
"AbrahamMayoral","8/2/11",8,2,2011,"12:43","12:52",2,"Babencho","IslaNatividad","Fished","Mexico",15.6,15,15.6,27.86423,-115.18747,13,3,1,3,0,26,0,0,11,16,3,1,3,0,0,4,2,7,10,0,3,0,0011-08-02
"AlonsoRamirez","8/2/11",8,2,2011,"10:05","10:10",3,"Babencho","IslaNatividad","Fished","Mexico",15.6,15.5,15.6,27.85915,-115.1879,13,3,0,8,3,19,0,4,26,0,0,0,0,0,0,0,6,24,0,0,0,0,0011-08-02
"AlonsoRamirez","8/2/11",8,2,2011,"12:34","12:42",4,"Babencho","IslaNatividad","Fished","Mexico",10.7,9.7,10.7,27.86423,-115.18747,14,4,7,0,0,23,0,7,21,2,0,7,0,0,0,0,5,6,9,0,3,0,0011-08-02
"ArturoHernandez","8/2/11",8,2,2011,"10:16","10:24",5,"Babencho","IslaNatividad","Fished","Mexico",15.8,15.1,15.8,27.85915,-115.1879,13,4,0,2,6,22,0,1,29,0,0,0,4,0,0,0,9,12,2,0,3,0,0011-08-02
"ArturoHernandez","8/2/11",8,2,2011,"12:48","12:55",6,"Babencho","IslaNatividad","Fished","Mexico",8.6,9.4,9.4,27.86423,-115.18747,13,4,1,0,7,22,0,0,24,6,0,1,6,0,0,1,4,6,4,0,8,0,0011-08-02
"JohnathanReyes","8/2/11",8,2,2011,"9:24","9:29",7,"Babencho","IslaNatividad","Fished","Mexico",15.9,12.5,15.9,27.8599,-115.18064,13,6,0,4,15,11,0,0,22,8,0,2,0,1,0,14,6,4,2,1,0,0,0011-08-02
"JohnathanReyes","8/2/11",8,2,2011,"10:20","10:26",8,"Babencho","IslaNatividad","Fished","Mexico",14,13,14,27.86086,-115.18886,13,6,0,2,11,16,1,0,29,1,0,0,0,5,0,10,10,1,3,1,0,0,0011-08-02
"JohnathanReyes","8/2/11",8,2,2011,"11:27","11:33",9,"Babencho","IslaNatividad","Fished","Mexico",13.3,14.1,14.1,27.86362,-115.18658,13,5,4,3,1,22,0,0,29,1,0,3,2,2,0,7,8,2,6,0,0,0,0011-08-02
"AlbertoZuniga","8/2/11",8,2,2011,"9:19","9:26",10,"Babencho","IslaNatividad","Fished","Mexico",15.6,15,15.6,27.8599,-115.18864,12.7,6,2,8,4,14,2,15,15,0,0,2,6,0,0,1,5,11,3,2,0,0,0011-08-02
"AlbertoZuniga","8/2/11",8,2,2011,"10:21","10:28",11,"Babencho","IslaNatividad","Fished","Mexico",14.7,14.6,14.7,27.86086,-115.18886,12.6,5,1,2,9,17,1,8,22,0,0,1,5,8,0,2,6,7,0,1,0,0,0011-08-02
"AlbertoZuniga","8/2/11",8,2,2011,"11:23","11:31",12,"Babencho","IslaNatividad","Fished","Mexico",13.7,9.4,13.7,27.86362,-115.18656,12.9,4,0,1,2,27,0,1,18,9,2,0,5,5,0,10,2,2,3,0,3,0,0011-08-02
"AlonsoGrosso","8/2/11",8,2,2011,"10:09","10:16",13,"Babencho","IslaNatividad","Fished","Mexico",14.2,16,16,27.86058,-115.1888,13,4,0,0,0,30,0,0,30,0,0,0,3,0,0,5,7,11,4,0,0,0,0011-08-02
"AlonsoGrosso","8/2/11",8,2,2011,"11:25","11:32",14,"Babencho","IslaNatividad","Fished","Mexico",15.6,16.9,16.9,27.86025,-115.18791,13,4,5,1,3,21,0,6,24,0,0,6,2,1,0,2,0,10,6,3,0,0,0011-08-02
"AlonsoGrosso","8/2/11",8,2,2011,"13:36","13:44",15,"Babencho","IslaNatividad","Fished","Mexico",10.5,10.3,10.5,27.86403,-115.18688,13,6,5,0,0,25,0,0,26,4,0,7,1,1,0,5,2,5,8,0,1,0,0011-08-02
"JuanHernandez","8/2/11",8,2,2011,"10:01","10:08",16,"Babencho","IslaNatividad","Fished","Mexico",13.6,14.8,14.8,27.86058,-115.1888,13,4,0,5,0,25,0,2,24,4,0,2,2,0,0,6,9,7,1,1,2,0,0011-08-02
"JuanHernandez","8/2/11",8,2,2011,"11:23","11:29",17,"Babencho","IslaNatividad","Fished","Mexico",15.2,15.3,15.3,27.86025,-115.18791,12,4,2,3,0,25,0,2,25,3,0,5,4,4,0,4,7,5,1,0,0,0,0011-08-02
"JuanHernandez","8/2/11",8,2,2011,"13:28","13:36",18,"Babencho","IslaNatividad","Fished","Mexico",10.8,9.5,10.8,27.86403,-115.18688,12,4,2,4,2,22,0,0,30,0,0,4,9,1,0,3,2,4,4,3,0,0,0011-08-02
"LeonardoVazquez","8/2/11",8,2,2011,"10:17","10:25",19,"Babencho","IslaNatividad","Fished","Mexico",15,14.5,15,27.85908,-115.18877,12,6,0,0,1,28,1,1,29,0,0,2,1,0,0,4,7,5,9,1,1,0,0011-08-02
"LeonardoVazquez","8/2/11",8,2,2011,"11:40","11:47",20,"Babencho","IslaNatividad","Fished","Mexico",15.5,15.8,15.8,27.86183,-115.18967,12,6,2,10,3,15,0,6,24,0,0,2,5,3,0,5,4,7,3,1,0,0,0011-08-02
"AshleyGreenley","8/2/11",8,2,2011,"11:26","11:32",21,"Babencho","IslaNatividad","Fished","Mexico",15.1,13.6,15.1,27.85908,-115.18877,11.4,6,0,1,3,26,0,0,30,0,0,12,1,1,0,7,4,1,3,1,0,0,0011-08-02
"AshleyGreenley","8/2/11",8,2,2011,"13:20","13:27",22,"Babencho","IslaNatividad","Fished","Mexico",15,16,16,27.86183,-115.18967,11.4,5,3,2,5,20,0,6,23,1,0,10,3,3,0,1,6,3,3,1,0,0,0011-08-02
"AbrahamMayoral","7/29/11",7,29,2011,"10:04","10:11",1,"LaGuanera","IslaNatividad","Fished","Mexico",20,20,20,27.87881,-115.16608,12,7,4,22,0,4,0,17,13,0,0,4,0,2,0,2,3,8,11,0,0,0,0011-07-29
"AbrahamMayoral","7/29/11",7,29,2011,"11:09","11:19",2,"LaGuanera","IslaNatividad","Fished","Mexico",11.5,10.8,11.5,27.87585,-115.16816,14,7,0,8,5,17,0,0,30,0,0,0,3,6,0,0,1,11,9,0,0,0,0011-07-29
"AlonsoRamirez","7/29/11",7,29,2011,"9:58","10:06",3,"LaGuanera","IslaNatividad","Fished","Mexico",19.7,20.1,20.1,27.87881,-115.16608,13,7,1,26,0,3,0,22,8,0,0,1,0,0,0,0,0,29,0,0,0,0,0011-07-29
"AlonsoRamirez","7/29/11",7,29,2011,"10:56","11:01",4,"LaGuanera","IslaNatividad","Fished","Mexico",11.6,11.3,11.6,27.87585,-115.16816,14,4,5,12,1,12,0,12,18,0,0,5,0,0,0,0,10,15,0,0,0,0,0011-07-29
"ArturoHernandez","7/29/11",7,29,2011,"10:02","10:07",5,"LaGuanera","IslaNatividad","Fished","Mexico",19.8,19.9,19.9,27.87881,-115.1668,12,7,2,16,7,3,2,23,7,0,0,2,3,2,0,5,0,13,3,2,0,0,0011-07-29
"ArturoHernandez","7/29/11",7,29,2011,"11:12","11:20",6,"LaGuanera","IslaNatividad","Fished","Mexico",11.1,10.7,11.1,27.87585,-115.16816,13,7,2,8,6,14,0,10,20,0,0,2,4,3,0,0,5,13,3,0,0,0,0011-07-29
"JohnathanReyes","7/29/11",7,29,2011,"9:23","9:30",7,"LaGuanera","IslaNatividad","Fished","Mexico",16,16.5,16.5,27.87721,-115.16712,13.8,5,3,21,2,3,1,10,20,0,0,2,0,10,0,0,1,14,2,1,0,0,0011-07-29
"JohnathanReyes","7/29/11",7,29,2011,"10:29","10:36",8,"LaGuanera","IslaNatividad","Fished","Mexico",9.9,10.4,10.4,27.87856,-115.17043,12,7,0,5,13,12,0,1,20,9,0,2,2,7,0,0,4,12,3,0,0,0,0011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,"9:18","9:26",9,"LaGuanera","IslaNatividad","Fished","Mexico",15.3,14.5,15.3,27.87721,-115.16712,13.7,5,1,13,7,4,5,22,8,0,0,4,3,8,0,0,2,12,0,1,0,0,0011-07-29
"AlbertoZuniga","7/29/11",7,29,2011,"10:23","10:29",10,"LaGuanera","IslaNatividad","Fished","Mexico",9.9,11.8,11.8,27.87856,-115.17043,13.6,5,2,9,7,11,1,13,17,0,0,2,7,4,0,0,3,13,1,0,0,0,0011-07-29
"AlonsoGrosso","7/29/11",7,29,2011,"10:10","10:18",11,"LaGuanera","IslaNatividad","Fished","Mexico",18.8,15.3,18.8,27.87776,-115.16792,13,5,0,25,0,5,0,24,6,0,0,0,2,0,0,0,2,23,2,1,0,0,0011-07-29
"AlonsoGrosso","7/29/11",7,29,2011,"11:22","11:31",12,"LaGuanera","IslaNatividad","Fished","Mexico",11.6,11.2,11.6,27.87898,-115.17104,13,7,2,9,0,19,0,6,24,0,0,4,2,1,0,0,6,13,3,1,0,0,0011-07-29
"JuanHernandez","7/29/11",7,29,2011,"10:14","10:23",13,"LaGuanera","IslaNatividad","Fished","Mexico",15.4,12.8,15.4,27.87776,-115.16792,13,5,0,12,6,12,0,2,28,0,0,1,6,2,0,0,3,18,0,0,0,0,0011-07-29
"JuanHernandez","7/29/11",7,29,2011,"11:21","11:30",14,"LaGuanera","IslaNatividad","Fished","Mexico",10.6,10,10.6,27.87898,-115.17104,13,4,0,8,4,18,0,6,20,4,0,2,4,4,0,0,8,10,0,2,0,0,0011-07-29
"LeonardoVazquez","7/29/11",7,29,2011,"10:20","10:28",15,"LaGuanera","IslaNatividad","Fished","Mexico",13,12.5,13,27.87795,-115.16827,13.4,10,0,7,1,21,1,1,22,7,0,3,2,2,0,0,0,15,5,3,0,0,0011-07-29
"LeonardoVazquez","7/29/11",7,29,2011,"11:35","11:43",16,"LaGuanera","IslaNatividad","Fished","Mexico",11.5,9.2,11.5,27.87949,-115.17148,13.1,10,0,14,4,12,0,3,25,2,0,2,3,0,0,0,6,17,2,0,0,0,0011-07-29
"AbrahamMayoral","7/30/11",7,30,2011,"10:01","10:08",17,"LaGuanera","IslaNatividad","Fished","Mexico",15.1,16,16,27.88389,-115.17957,13,6,0,16,3,11,0,3,17,0,0,0,1,0,0,1,3,18,6,1,0,0,0011-07-30
"AlonsoRamirez","7/30/11",7,30,2011,"9:54","10:00",18,"LaGuanera","IslaNatividad","Fished","Mexico",14.7,15.1,15.1,27.88389,-115.17957,14,6,1,15,0,14,0,12,17,1,0,1,0,0,0,0,3,24,2,0,0,0,0011-07-30
"ArturoHernandez","7/30/11",7,30,2011,"9:58","10:05",19,"LaGuanera","IslaNatividad","Fished","Mexico",14.8,15.5,15.5,27.88389,-115.17957,13,7,2,14,4,9,1,15,15,0,0,2,3,1,0,0,0,22,2,0,0,0,0011-07-30
"JohnathanReyes","7/30/11",7,30,2011,"9:26","9:32",20,"LaGuanera","IslaNatividad","Fished","Mexico",13.5,11.2,13.5,27.88289,-115.17722,14.3,6,3,8,5,13,1,5,20,5,0,2,4,1,0,3,6,7,6,1,0,0,0011-07-30
"AlbertoZuniga","7/30/11",7,30,2011,"10:25","10:33",21,"LaGuanera","IslaNatividad","Fished","Mexico",13.3,11.4,13.3,27.85289,-115.17722,13.9,6,1,5,8,16,0,7,21,2,0,1,10,2,0,3,3,10,1,0,0,0,0011-07-30
"AlonsoGrosso","7/30/11",7,30,2011,"10:12","10:20",22,"LaGuanera","IslaNatividad","Fished","Mexico",15.7,15,15.7,27.88323,-115.17757,13,10,0,0,0,30,0,1,29,0,0,3,3,4,0,2,2,9,7,0,0,0,0011-07-30
"JuanHernandez","7/30/11",7,30,2011,"10:08","10:16",23,"LaGuanera","IslaNatividad","Fished","Mexico",15.2,14.4,15.2,27.88323,-115.17757,14,9,2,4,2,21,1,0,29,1,0,3,3,0,0,3,9,11,0,1,0,0,0011-07-30
"LeonardoVazquez","7/30/11",7,30,2011,"10:14","10:24",24,"LaGuanera","IslaNatividad","Fished","Mexico",15,16,16,27.88323,-115.17757,13,9,1,2,10,17,0,1,22,7,0,1,1,11,1,4,1,3,3,1,4,0,0011-07-30
"AshleyGreenley","7/29/11",7,29,2011,"9:28","9:37",25,"LaGuanera","IslaNatividad","Fished","Mexico",12.42,11.81,12.42,27.87795,-115.16827,13,10,0,14,7,9,0,8,18,4,0,19,1,3,0,0,1,5,1,0,0,0,0011-07-29
"AshleyGreenley","7/29/11",7,29,2011,"10:29","10:37",26,"LaGuanera","IslaNatividad","Fished","Mexico",10.6,10.6,10.6,27.87944,-115.17148,11.96,10,0,14,7,9,0,8,18,4,0,19,1,3,0,0,1,5,1,0,0,0,0011-07-29
"AbrahamMayoral","7/30/11",7,30,2011,"11:11","11:17",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12.3,12.6,12.6,27.88835,-115.19172,14,6,5,7,6,12,0,3,27,0,0,5,1,0,0,0,2,15,7,0,0,0,0011-07-30
"AlonsoRamirez","7/30/11",7,30,2011,"11:03","11:09",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12.1,12.7,12.7,27.88835,-115.19172,14,6,5,12,3,10,0,13,17,0,0,8,0,0,0,0,6,15,1,0,0,0,0011-07-30
"ArturoHernandez","7/30/11",7,30,2011,"11:09","11:14",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11.9,10.9,11.9,27.88835,-115.19172,14,6,2,3,11,14,0,10,20,0,0,3,6,0,0,0,0,13,5,0,3,0,0011-07-30
"JohnathanReyes","7/30/11",7,30,2011,"9:20","9:26",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",13.4,11.8,13.4,27.88915,-115.19186,14.1,9,3,14,6,6,1,1,29,0,0,3,3,2,0,2,1,14,2,3,0,0,0011-07-30
"AlbertoZuniga","7/30/11",7,30,2011,"9:19","9:26",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",13.2,12.7,13.2,27.88915,-115.19186,14.4,5,0,7,11,12,0,10,20,0,0,0,5,7,0,0,6,12,0,0,0,0,0011-07-30
"AlonsoGrosso","7/30/11",7,30,2011,"11:29","11:36",6,"PuntaPrieta","IslaNatividad","Reserve","Mexico",13.1,13,13.1,27.88888,-115.19242,11.1,9,11,1,0,18,0,13,17,0,0,12,0,0,0,0,4,7,5,2,0,0,0011-07-30
"JuanHernandez","7/30/11",7,30,2011,"11:23","11:30",7,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12.8,11.9,12.8,27.88888,-115.19242,14,9,8,4,2,16,0,11,19,0,0,12,3,1,0,1,7,4,1,1,0,0,0011-07-30
"LeonardoVazquez","7/30/11",7,30,2011,"10:41","10:47",8,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12,12,12,27.88888,-115.19242,14,9,0,2,8,20,0,0,27,3,0,1,3,1,0,4,4,8,2,3,3,1,0011-07-30
"AlonsoRamirez","8/3/11",8,3,2011,"10:13","10:21",9,"PuntaPrieta","IslaNatividad","Reserve","Mexico",18.1,16.4,18.1,27.89169,-115.18723,15,10,0,13,3,14,0,7,19,2,2,0,0,3,0,0,6,19,2,0,0,0,0011-08-03
"AlonsoRamirez","8/3/11",8,3,2011,"11:46","11:53",10,"PuntaPrieta","IslaNatividad","Reserve","Mexico",17,16.6,17,27.89242,-115.19222,14,10,4,10,2,14,0,8,22,0,0,4,0,2,0,0,6,15,3,0,0,0,0011-08-03
"AlonsoRamirez","8/3/11",8,3,2011,"13:15","13:21",11,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.5,11.5,27.88847,-115.19282,15,10,0,3,1,26,0,7,23,0,0,0,0,0,0,0,16,7,0,0,3,4,0011-08-03
"ArturoHernandez","8/3/11",8,3,2011,"10:28","10:35",12,"PuntaPrieta","IslaNatividad","Reserve","Mexico",21.7,22.3,22.3,27.84386,-115.19081,13,9,1,8,11,10,0,13,17,0,0,1,1,1,0,0,1,19,5,2,0,0,0011-08-03
"ArturoHernandez","8/3/11",8,3,2011,"11:53","12:00",13,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.6,15.1,16.6,27.84242,-115.19222,13,10,1,5,10,14,0,6,24,0,0,1,7,0,0,0,4,10,7,1,0,0,0011-08-03
"ArturoHernandez","8/3/11",8,3,2011,"13:30","13:38",14,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.6,9.9,9.9,27.88847,-115.19282,14,9,3,0,6,21,0,4,26,0,0,3,3,1,0,0,1,6,0,0,8,8,0011-08-03
"JohnathanReyes","8/3/11",8,3,2011,"9:19","9:26",15,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12.5,13.3,13.3,27.88839,-115.19115,15,10,0,3,3,24,0,0,29,1,0,0,2,0,0,0,6,8,14,0,0,0,0011-08-03
"AlbertoZuniga","8/3/11",8,3,2011,"9:19","9:24",16,"PuntaPrieta","IslaNatividad","Reserve","Mexico",18.1,18,18.1,27.89169,-115.18727,14,7,2,12,3,12,1,16,14,0,0,2,8,3,0,0,3,14,0,0,0,0,0011-08-03
"AlbertoZuniga","8/3/11",8,3,2011,"10:19","10:24",17,"PuntaPrieta","IslaNatividad","Reserve","Mexico",16.4,16.1,16.4,27.89242,-115.19222,12.7,10,3,11,8,5,3,18,12,0,0,3,2,6,0,0,3,12,1,1,0,2,0011-08-03
"AlbertoZuniga","8/3/11",8,3,2011,"11:22","11:28",18,"PuntaPrieta","IslaNatividad","Reserve","Mexico",12,10.7,12,27.88841,-115.29125,13.8,9,0,2,8,20,0,4,21,5,0,0,7,0,0,0,1,17,5,0,0,0,0011-08-03
"AlonsoGrosso","8/3/11",8,3,2011,"10:14","10:20",19,"PuntaPrieta","IslaNatividad","Reserve","Mexico",22,22,22,27.89386,-115.19081,13,10,0,26,0,4,0,22,8,0,0,1,0,3,0,0,2,16,7,1,0,0,0011-08-03
"AlonsoGrosso","8/3/11",8,3,2011,"11:42","11:49",20,"PuntaPrieta","IslaNatividad","Reserve","Mexico",15.2,16.5,16.5,27.89133,-115.19057,13,10,0,0,0,30,0,0,30,0,0,0,1,0,0,0,2,14,10,3,0,0,0011-08-03
"AlonsoGrosso","8/3/11",8,3,2011,"10:07","10:13",21,"PuntaPrieta","IslaNatividad","Reserve","Mexico",13.14,13.3,13.3,27.88867,-115.19187,13,10,8,10,3,9,0,16,14,0,0,8,1,0,0,0,2,15,1,3,0,0,0011-08-03
"JuanHernandez","8/3/11",8,3,2011,"10:16","10:19",22,"PuntaPrieta","IslaNatividad","Reserve","Mexico",21.4,21.1,21.4,27.89386,-115.19081,13,9,0,5,0,10,0,4,11,0,0,0,8,0,0,0,0,4,0,2,0,0,0011-08-03
"JuanHernandez","8/3/11",8,3,2011,"11:32","11:37",23,"PuntaPrieta","IslaNatividad","Reserve","Mexico",15.3,14.8,15.3,27.89135,-115.19061,13,10,0,10,1,18,1,2,20,2,6,5,4,0,0,1,5,12,1,2,0,0,0011-08-03
"JuanHernandez","8/3/11",8,3,2011,"13:04","13:09",24,"PuntaPrieta","IslaNatividad","Reserve","Mexico",13.5,13.2,13.5,27.88867,-115.19187,14,11,3,4,1,22,0,2,28,0,0,6,1,1,0,0,5,14,2,1,0,0,0011-08-03
"AshleyGreenley","7/30/11",7,30,2011,"9:25","9:32",25,"PuntaPrieta","IslaNatividad","Reserve","Mexico",NA,NA,NA,27.888,-115.19242,NA,0,2,1,27,0,0,26,4,0,20,1,3,0,2,2,1,1,0,0,0,NA,0011-07-30
"AbrahamMayoral","7/29/10",7,29,2010,"9:35","9:41",1,"Babencho","IslaNatividad","Fished","Mexico",13.3,14,14,27.85907,-115.18759,13,6,0,3,2,10,0,0,11,4,0,0,1,4,0,0,4,4,2,NA,0,0,0010-07-29
"AbrahamMayoral","7/29/10",7,29,2010,"10:36","10:43",2,"Babencho","IslaNatividad","Fished","Mexico",11.5,9.2,11.5,27.86431,-115.18739,13,6,2,0,1,12,0,1,7,4,3,2,1,1,0,4,0,0,5,NA,2,0,0010-07-29
"AlonsoRamirez","7/29/10",7,29,2010,"9:31","9:37",3,"Babencho","IslaNatividad","Fished","Mexico",14.6,14.9,14.9,27.85907,-115.18759,13,6,0,1,4,10,0,0,14,1,0,0,1,5,0,0,5,4,0,NA,0,0,0010-07-29
"AlonsoRamirez","7/29/10",7,29,2010,"10:35","10:42",4,"Babencho","IslaNatividad","Fished","Mexico",9.3,8.5,9.3,27.86431,-115.18739,13,6,2,0,2,11,0,0,3,5,7,2,1,0,0,4,0,6,0,NA,2,0,0010-07-29
"MarioRojo","7/29/10",7,29,2010,"9:35","9:43",5,"Babencho","IslaNatividad","Fished","Mexico",16,15.5,16,27.85924,-115.18836,12,5,0,2,7,6,0,0,15,0,0,1,1,2,0,0,3,8,0,NA,0,0,0010-07-29
"MarioRojo","7/29/10",7,29,2010,"10:35","10:41",6,"Babencho","IslaNatividad","Fished","Mexico",9,9.7,9.7,27.86417,-115.18668,12,5,1,0,4,10,0,0,10,5,0,1,3,0,0,7,3,0,1,NA,0,0,0010-07-29
"AlbertoZuniga","7/29/10",7,29,2010,"9:35","9:40",7,"Babencho","IslaNatividad","Fished","Mexico",15.6,14.4,25.6,27.85924,-115.18836,12,6,1,5,7,2,0,6,9,0,0,1,2,3,0,0,1,8,0,NA,0,0,0010-07-29
"AlbertoZuniga","7/29/10",7,29,2010,"10:35","10:41",8,"Babencho","IslaNatividad","Fished","Mexico",8.9,9.3,9.3,27.86417,-115.18668,12,6,2,0,1,12,0,4,8,3,0,2,5,2,0,2,0,1,1,NA,2,0,0010-07-29
"ArturoHernandez","7/29/10",7,29,2010,"9:43","9:55",9,"Babencho","IslaNatividad","Fished","Mexico",15,16,16,27.85893,-115.18876,13,6,0,1,5,9,0,0,15,0,0,0,1,0,0,2,6,4,2,NA,0,0,0010-07-29
"ArturoHernandez","7/29/10",7,29,2010,"10:27","10:35",10,"Babencho","IslaNatividad","Fished","Mexico",15,17,17,27.86177,-115.19064,13,6,0,5,12,13,0,0,30,0,0,0,3,2,0,6,6,12,1,NA,0,0,0010-07-29
"JuanHernandez","7/29/10",7,29,2010,"9:32","9:40",11,"Babencho","IslaNatividad","Fished","Mexico",13,13.9,13.9,27.85893,-115.18876,13,5,0,0,3,27,0,0,27,3,0,0,1,0,0,1,7,20,1,NA,0,0,0010-07-29
"JuanHernandez","7/29/10",7,29,2010,"10:42","10:50",12,"Babencho","IslaNatividad","Fished","Mexico",14,15,15,27.86177,-115.19064,13,5,0,0,5,25,0,0,30,0,0,0,3,2,0,1,12,12,0,NA,0,0,0010-07-29
"AlonsoGrosso","7/29/10",7,29,2010,"9:30","9:39",13,"Babencho","IslaNatividad","Fished","Mexico",14.6,16.5,16.5,27.85893,-115.18876,12,5,0,9,1,19,1,0,30,0,0,4,0,5,0,2,4,11,4,NA,0,0,0010-07-29
"AlonsoGrosso","7/29/10",7,29,2010,"10:41","10:51",14,"Babencho","IslaNatividad","Fished","Mexico",14,17.2,17.2,27.86177,-115.19064,12,5,4,10,1,14,1,1,24,4,1,5,0,6,0,4,2,9,0,NA,4,0,0010-07-29
"LeonardoVazquez","7/29/10",7,29,2010,"9:35","9:40",15,"Babencho","IslaNatividad","Fished","Mexico",15.1,15.6,15.6,27.85938,-115.18951,13,6,4,10,6,10,0,6,24,0,0,13,2,2,0,2,1,8,2,NA,0,0,0010-07-29
"LeonardoVazquez","7/29/10",7,29,2010,"10:40","10:45",16,"Babencho","IslaNatividad","Fished","Mexico",14.1,14.4,14.4,27.86078,-115.18876,13,6,1,3,15,11,0,2,28,0,0,2,0,0,0,11,1,8,0,NA,8,0,0010-07-29
"SergioMendoza","7/29/10",7,29,2010,"9:28","10:41",17,"Babencho","IslaNatividad","Fished","Mexico",14.5,15.6,15.6,27.85938,-115.18951,12,5,0,12,15,3,0,0,27,3,0,1,1,1,0,0,2,21,4,NA,0,0,0010-07-29
"SergioMendoza","7/29/10",7,29,2010,"10:41","10:47",18,"Babencho","IslaNatividad","Fished","Mexico",13.9,15.7,15.7,27.86078,-115.18876,12,5,0,4,4,22,0,0,28,2,0,2,0,0,0,4,0,20,4,NA,0,0,0010-07-29
"AbrahamMayoral","7/30/10",7,30,2010,"9:30","9:36",19,"Babencho","IslaNatividad","Fished","Mexico",13.3,12.9,13.3,27.86363,-115.18785,12,4,1,6,3,5,0,0,15,0,0,1,2,4,0,1,0,6,1,NA,0,0,0010-07-30
