codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),Longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,abundancia total,Distancia,Direccion,Abundancia  NO extrapolada,Observaciones
INREBA-290708-AG-1-9-DI,Alonso Grosso,7/29/08,2008,9:48,9:55,0:07,2,1,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,43.89,13.3,43.89,13.3,43.89,13.3,44,13.3,27.86077,-115.18874,55.4,13,5,Megathura crenulata,4,n/a,120
INREBA-290708-AG-1-9-DI,Alonso Grosso,7/29/08,2008,9:48,9:55,0:07,2,1,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,43.89,13.3,43.89,13.3,43.89,13.3,44,13.3,27.86077,-115.18874,55.4,13,5,Parastichopus parvimensis,9,n/a,120
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Haliotis corrugata,5,n/a,120
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Anthopleura spp,1,n/a,120
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Muricea californica,6,n/a,120
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Megastraea undosa,41,22,120,30
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Strongylocentrotus purpuratus,1,n/a,120,
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Strongylocentrotus franciscanus,1,n/a,120,
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Panulirus interruptus,16,n/a,120,
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Megathura crenulata,5,n/a,120,
INREBA-290708-AG-2-10-DI,Alonso Grosso,7/29/08,2008,11:13,11:22,0:09,2,2,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.99,10.3,30.36,9.2,33.99,10.3,32,9.75,27.86418,-115.18704,59,15,4,Parastichopus parvimensis,2,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Haliotis corrugata,2,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Haliotis fulgens,2,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Anthopleura spp,1,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Muricea californica,11,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Megastraea undosa,6,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Centrostephanus coronatus,2,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Strongylocentrotus purpuratus,1,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Megathura crenulata,7,n/a,120,
INREBA-290708-MR-1-11-DI,Mario Rojo,7/29/08,2008,9:57,10:03,0:06,2,1,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,49.5,15,47.52,14.4,49.5,15,49,14.7,27.85841,-115.18916,55.4,13,5,Parastichopus parvimensis,4,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Haliotis corrugata,1,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Haliotis fulgens,1,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Anthopleura spp,3,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Muricea californica,150,6,120,30
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Megastraea undosa,8,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Centrostephanus coronatus,1,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Strongylocentrotus franciscanus,3,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Panulirus interruptus,4,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Megathura crenulata,12,n/a,120,
INREBA-290708-MR-2-12-DI,Mario Rojo,7/29/08,2008,11:22,11:29,0:07,2,2,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,39.6,12,39.6,12,37,11.2,27.86454,-115.18803,57.2,14,5,Parastichopus parvimensis,3,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Megastraea undosa,10,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Strongylocentrotus purpuratus,3,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Strongylocentrotus franciscanus,2,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Panulirus interruptus,12,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Megathura crenulata,9,n/a,120,
INLABA-250708-AM-2-1-DI,Abraham Mayoral,7/25/08,2008,11:36,11:45,0:09,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,41,12.3,27.89664,-115.20539,73.4,23,7,Parastichopus parvimensis,2,n/a,120,
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Haliotis corrugata,2,n/a,300,
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Megastraea undosa,8,n/a,300
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Centrostephanus coronatus,2,n/a,300
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Strongylocentrotus purpuratus,1,n/a,300
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Strongylocentrotus franciscanus,11,n/a,300
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Panulirus interruptus,2,n/a,300
INLABA-250708-AR-2-2-DI,Alonso Ramirez,7/25/08,2008,11:32,11:38,0:06,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,33,10,43.56,13.2,38,11.6,27.89664,-115.20539,64.4,18,7,Megathura crenulata,5,n/a,300
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Haliotis corrugata,4,n/a,120
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Crassedoma giganteum,1,n/a,120
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Megastraea turbanica,3,n/a,120
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Megastraea undosa,8,n/a,120
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Panulirus interruptus,17,n/a,120
INLABA-250708-AH-2-3-DI,Arturo Hernandez,7/25/08,2008,11:40,11:48,0:08,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,36,11,27.89606,-115.20583,73.4,23,7,Megathura crenulata,3,n/a,120
INLABA-250708-AZ-2-4-DI,Alberto Zu–iga,7/25/08,2008,11:50,11:56,0:06,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,32.67,9.9,26,8,27.89558,-115.20619,64.4,18,7,Crassedoma giganteum,2,120,300
INLABA-250708-AZ-2-4-DI,Alberto Zu–iga,7/25/08,2008,11:50,11:56,0:06,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,32.67,9.9,26,8,27.89558,-115.20619,64.4,18,7,Megastraea undosa,4,120,300
INLABA-250708-AZ-2-4-DI,Alberto Zu–iga,7/25/08,2008,11:50,11:56,0:06,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,32.67,9.9,26,8,27.89558,-115.20619,64.4,18,7,Pisaster giganteus,1,120,300
INLABA-250708-AZ-2-4-DI,Alberto Zu–iga,7/25/08,2008,11:50,11:56,0:06,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,32.67,9.9,26,8,27.89558,-115.20619,64.4,18,7,Panulirus interruptus,4,120,300
INLABA-250708-AZ-2-4-DI,Alberto Zu–iga,7/25/08,2008,11:50,11:56,0:06,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,32.67,9.9,26,8,27.89558,-115.20619,64.4,18,7,Megathura crenulata,2,120,300
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Haliotis corrugata,3,n/a,120
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Kelletia kelletii,1,n/a,120
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Megastraea undosa,10,n/a,120
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Centrostephanus coronatus,1,n/a,120
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Panulirus interruptus,4,n/a,120
INLABA-250708-JC-2-5-DI,Jhonatan Castro,7/25/08,2008,11:29,11:34,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,33.66,10.2,36.3,11,36.3,11,35,10.6,27.89558,-115.20619,64.4,18,7,Megathura crenulata,1,n/a,120
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Haliotis fulgens,3,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Crassedoma giganteum,1,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Megastraea undosa,3,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Centrostephanus coronatus,2,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Strongylocentrotus purpuratus,1,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Panulirus interruptus,11,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Megathura crenulata,5,n/a,300
INLABA-250708-MR-2-6-DI,Mario Rojo,7/25/08,2008,11:40,11:49,0:09,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,34,10.3,27.89606,-115.20583,64.4,18,6,Parastichopus parvimensis,3,n/a,300
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Haliotis corrugata,1,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Megastraea undosa,5,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Centrostephanus coronatus,7,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Strongylocentrotus purpuratus,3,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Strongylocentrotus franciscanus,6,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Panulirus interruptus,15,n/a,120
INLABA-010808-AM-1-7-DI,Abraham Mayoral,8/1/08,2008,9:52,10:00,0:08,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,48,14.6,27.89659,-115.20441,57.2,14,4,Megathura crenulata,3,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Haliotis corrugata,1,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Haliotis fulgens,3,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Megastraea undosa,4,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Centrostephanus coronatus,1,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Panulirus interruptus,17,n/a,120
INLABA-010808-AM-2-8-DI,Abraham Mayoral,8/1/08,2008,11:35,11:42,0:07,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,23,6.9,27.89467,-115.20572,66.2,19,4,Megathura crenulata,6,n/a,120
INLABA-010808-AH-1-9-DI,Arturo Hernandez,8/2/08,2008,10:03,10:08,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,37,11.15,27.89549,-115.20536,66.2,19,9,Haliotis corrugata,2,n/a,300
INLABA-010808-AH-1-9-DI,Arturo Hernandez,8/2/08,2008,10:03,10:08,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,37,11.15,27.89549,-115.20536,66.2,19,9,Megastraea undosa,3,n/a,300
INLABA-010808-AH-1-9-DI,Arturo Hernandez,8/2/08,2008,10:03,10:08,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,37,11.15,27.89549,-115.20536,66.2,19,9,Centrostephanus coronatus,4,n/a,300
INLABA-010808-AH-1-9-DI,Arturo Hernandez,8/2/08,2008,10:03,10:08,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,37,11.15,27.89549,-115.20536,66.2,19,9,Panulirus interruptus,6,n/a,300
INLABA-010808-AH-1-9-DI,Arturo Hernandez,8/2/08,2008,10:03,10:08,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,37,11.15,27.89549,-115.20536,66.2,19,9,Megathura crenulata,7,n/a,300
INLABA-010808-AH-1-10-DI,Arturo Hernandez,8/2/08,2008,10:27,10:32,0:05,2,1,10,10,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.01,9.7,32.67,9.9,32.67,9.9,32,9.8,27.89124,-115.20551,66.2,19,8,Haliotis corrugata,3,n/a,120
