PUBLSO-111114-LT-6-6-INV,Luis de la Toba,11/11/14,2014,4:10,4:18,0:08,2,1,6,6,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,25.08,7.6,23.1,7,25.08,7.6,24.09,7.3,24.65511,-112.17599,77,25,8,210,Pulpo,4,30
PUBLPR-121114-RR-7-7-INV,Raul Romero,11/12/14,2014,11:09,11:14,0:05,2,2,7,7,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,62.7,19,64.68,19.6,64.68,19.6,63.69,19.3,24.65206,-112.18229,77,25,7,120,Abulon amarillo,3,30
PUBLPR-121114-RR-7-7-INV,Raul Romero,11/12/14,2014,11:09,11:14,0:05,2,2,7,7,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,62.7,19,64.68,19.6,64.68,19.6,63.69,19.3,24.65206,-112.18229,77,25,7,120,Langosta azul,1,30
PUBLPR-121114-RR-7-7-INV,Raul Romero,11/12/14,2014,11:09,11:14,0:05,2,2,7,7,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,62.7,19,64.68,19.6,64.68,19.6,63.69,19.3,24.65206,-112.18229,77,25,7,120,Arbolito café,1,30
PUBLPR-121114-RR-8-8-INV,Raul Romero,11/12/14,2014,9:05,13:00,3:55,2,2,8,8,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,28.05,8.5,31.35,9.5,31.35,9.5,29.7,9,24.65615,-112.1765,77,25,7,120,Arbolito café,1,30,,
PUBLPR-121114-UG-9-9-INV,Ulises Gomez,11/12/14,2014,10:49,10:58,0:09,2,2,9,9,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,62.7,19,62.7,19,62.7,19,62.7,19,24.65206,-11218229,77,25,7,120,Abulon azul,1,30,,
PUBLPR-121114-UG-9-9-INV,Ulises Gomez,11/12/14,2014,10:49,10:58,0:09,2,2,9,9,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,62.7,19,62.7,19,62.7,19,62.7,19,24.65206,-11218229,77,25,7,120,Langosta roja,1,30,,
PUBLPR-121114-UG-10-10-INV,Ulises Gomez,11/12/14,2014,12:14,12:23,0:09,2,2,10,10,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,26.4,8,26.4,8,26.4,8,26.4,8,24.65615,-112.1765,77,25,7,120,Abulon azul,2,30,,
PUBLPR-121114-UG-10-10-INV,Ulises Gomez,11/12/14,2014,12:14,12:23,0:09,2,2,10,10,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,26.4,8,26.4,8,26.4,8,26.4,8,24.65615,-112.1765,77,25,7,120,Pepino café,2,30,,
PUBLPR-121114-UG-10-10-INV,Ulises Gomez,11/12/14,2014,12:14,12:23,0:09,2,2,10,10,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,26.4,8,26.4,8,26.4,8,26.4,8,24.65615,-112.1765,77,25,7,120,Pulpo,1,30,,
PUBLPR-121114-AR-11-11-INV,Alfonso Romero,11/12/14,2014,1:20,1:25,0:05,2,2,11,11,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,64.02,19.4,63.69,19.3,64.02,5,63.86,19.35,24.65206,-112.18229,77,25,13,120,langosta azul,2,30,,
PUBLPR-121114-AR-11-11-INV,Alfonso Romero,11/12/14,2014,1:20,1:25,0:05,2,2,11,11,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,64.02,19.4,63.69,19.3,64.02,5,63.86,19.35,24.65206,-112.18229,77,25,13,120,pulpo,1,30,,6 abulones fuera de transecto
PUBLPR-121114-AR-12-12-INV,Alfonso Romero,11/12/14,2014,1:36,1:40,0:04,2,2,12,12,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,27.72,8.4,24.09,7.3,27.72,8.4,25.91,7.85,24.65615,-112.1765,77,25,13,120,n/d,0,n/a,,
PUBLPR-121114-LT-13-13-INV,Luis de la Toba,11/12/14,2014,2:22,2:28,0:06,2,2,13,13,Punta Blanca somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",1,62.7,19,62.7,19,62.7,19,62.7,19,24.65206,-112.18229,77,25,9,190,erizo espinudo,6,30,,
PUBLGA-121114-LT-14-14-INV,Luis de la Toba,11/12/14,2014,2:24,2:36,0:12,2,2,14,14,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,23.1,7,26.4,8,26.4,8,24.75,7.5,24.65615,-112.1765,77,25,8,330,abulon azul,1,30,,
PUBLGA-121114-LT-14-14-INV,Luis de la Toba,11/12/14,2014,2:24,2:36,0:12,2,2,14,14,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,23.1,7,26.4,8,26.4,8,24.75,7.5,24.65615,-112.1765,77,25,8,330,erizo espinudo,2,30,,
PUBLPR-121114-LT-15-15-INV,Norberto Velez,11/12/14,2014,1:18,1:27,0:09,2,2,15,15,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.72,18.4,62.37,18.9,62.37,18.9,61.55,18.65,24.65209,-112.18101,77,25,9,310,erizo espinudo,1,30,,
PUBLPR-121114-LT-15-15-INV,Norberto Velez,11/12/14,2014,1:18,1:27,0:09,2,2,15,15,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.72,18.4,62.37,18.9,62.37,18.9,61.55,18.65,24.65209,-112.18101,77,25,9,310,Estrella comun,1,30,,
PUBLPR-121114-LT-15-15-INV,Norberto Velez,11/12/14,2014,1:18,1:27,0:09,2,2,15,15,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.72,18.4,62.37,18.9,62.37,18.9,61.55,18.65,24.65209,-112.18101,77,25,9,310,Pulpo,1,30,,
PUBLPR-121114-NV-16-16-INV,Norberto Velez,11/12/14,2014,2:31,2:40,0:09,2,2,16,16,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.77,16.9,56.43,17.1,56.43,17.1,56.1,17,24.65312,-112.18056,77,25,9,330,Langosta azul,5,30,,
PUBLPR-121114-NV-16-16-INV,Norberto Velez,11/12/14,2014,2:31,2:40,0:09,2,2,16,16,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.77,16.9,56.43,17.1,56.43,17.1,56.1,17,24.65312,-112.18056,77,25,9,330,Langosta roja,3,30
PUBLPR-121114-NV-16-16-INV,Norberto Velez,11/12/14,2014,2:31,2:40,0:09,2,2,16,16,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,55.77,16.9,56.43,17.1,56.43,17.1,56.1,17,24.65312,-112.18056,77,25,9,330,Estrella comun,4,30
PUBLPR-121114-DV-17-17-INV,Daniel Valdez,11/12/14,2014,1:08,1:10,0:02,2,2,17,17,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,60.39,18.3,56.1,17,60.39,18.3,58.25,17.65,24.65209,-112.18101,77,25,9,60,Estrella comun,1,30
PUBLPR-121114-DV-18-18-INV,Daniel Valdez,11/12/14,2014,2:26,2:29,0:03,2,2,18,18,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,57.75,17.5,57.42,17.4,57.75,17.5,57.59,17.45,24.65312,-112.18056,77,25,8,240,Estrella comun,1,30
PUBLPR-121114-CA-19-19-INV,Christian Alducin,11/12/14,2014,1:11,1:15,0:04,2,2,19,19,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,59.4,18,13.9,17,59.4,18,36.65,17.5,24.65209,-112.18101,77,25,9,130,Caracol chino,3,30
PUBLPR-121114-CA-19-19-INV,Christian Alducin,11/12/14,2014,1:11,1:15,0:04,2,2,19,19,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,59.4,18,13.9,17,59.4,18,36.65,17.5,24.65209,-112.18101,77,25,9,130,Pulpo,1,30
PUBLPR-121114-CA-20-20-INV,Christian Alducin,11/12/14,2014,2:26,2:29,0:03,2,2,20,20,Punta Blanca profundo,"Punta Blanca profundo, Isla Magdalena, Baja California Sur",1,56.1,17,13.9,17,56.1,17,35,17,24.66204,-112.18056,77,25,9,130,Estrella comun,1,30
ELABPR-131114-AR-1-1-INV,Alfonso Romero,11/13/14,2014,1:04,1:07,0:03,2,1,1,1,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,73.26,22.2,70.29,21.3,73.26,22.2,71.78,21.75,24.54437,-112.10996,77,25,8,120,Abulon azul,1,30
ELABPR-131114-AR-2-2-INV,Alfonso Romero,11/13/14,2014,2:20,2:23,0:03,2,2,2,2,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,33.99,10.3,24.57743,-112.10665,77,25,8,120,Abulon amarillo,2,30
ELABPR-131114-AR-2-2-INV,Alfonso Romero,11/13/14,2014,2:20,2:23,0:03,2,2,2,2,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,33.99,10.3,24.57743,-112.10665,77,25,8,120,Pulpo,1,30
ELABPR-131114-AR-3-3-INV,Daniel Valdez,11/13/14,2014,2:24,2:26,0:02,2,1,3,3,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,72.6,22,75.9,23,75.9,23,74.25,22.5,24.57743,-112.10665,77,25,5,300,Caracol chino,1,30
ELABPR-131114-DV-4-4-INV,Daniel Valdez,11/13/14,2014,1:07,1:09,0:02,2,2,4,4,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,33.99,10.3,37.62,11.4,37.62,11.4,35.81,10.85,24.54437,-112.10996,77,25,5,300,n/d,,30
ELABSO-131114-CA-5-5-INV,Christian Alducin,11/13/14,2014,2:20,2:24,0:04,2,1,5,5,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,33,10,33,10,33,10,24.57743,-112.10665,77,25,7,120,pulpo,1,30
ELABPR-131114-CA-6-6-INV,Christian Alducin,11/13/14,2014,1:02,1:06,0:04,2,2,6,6,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,75.9,23,69.3,21,75.9,23,72.6,22,24.54437,-112.10996,77,25,7,120,pulpo,4,30
ELABSO-131114-NV-7-7-INV,Norberto Velez,11/13/14,2014,2:25,2:32,0:07,2,1,7,7,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33.99,10.3,34.32,10.4,34.32,10.4,34.16,10.35,24.557743,-112.10665,77,25,6,300,Abulon azul,1,30
ELABSO-131114-NV-7-7-INV,Norberto Velez,11/13/14,2014,2:25,2:32,0:07,2,1,7,7,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33.99,10.3,34.32,10.4,34.32,10.4,34.16,10.35,24.557743,-112.10665,77,25,6,300,Erizo puntas rotas,1,30
ELABSO-131114-NV-7-7-INV,Norberto Velez,11/13/14,2014,2:25,2:32,0:07,2,1,7,7,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33.99,10.3,34.32,10.4,34.32,10.4,34.16,10.35,24.557743,-112.10665,77,25,6,300,Pulpo,1,30
ELABPR-131114-NV-8-8-INV,Norberto Velez,11/13/14,2014,1:15,1:22,0:07,2,1,8,8,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,71.61,21.7,75.57,22.9,75.57,22.9,73.59,22.3,24.54437,-112.10996,77,25,6,300,Caracol chino,1,30
ELABSO-131114-RR-9-9-INV,Raul Romero,11/13/14,2014,11:09,11:12,0:03,2,1,9,9,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,33.33,10.1,33.33,10.1,33.17,10.05,24.5755,-112.106,77,25,7,330,Abulon azul,1,30
ELABSO-131114-RR-9-9-INV,Raul Romero,11/13/14,2014,11:09,11:12,0:03,2,1,9,9,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,33.33,10.1,33.33,10.1,33.17,10.05,24.5755,-112.106,77,25,7,330,Pulpo,1,30
ELABPR-131114-RR-10-10-INV,Raul Romero,11/13/14,2014,11:07,11:11,0:04,2,1,10,10,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,56.76,17.2,57.09,17.3,57.09,17.3,56.93,17.25,24.5738,-112.1088,77,25,7,330,n/d,n/d,30
ELABSO-131114-UG-11-11-INV,Ulises Gomez,11/13/14,2014,11:39,11:48,0:09,2,1,11,11,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,34.32,10.4,34.65,10.5,34.65,10.5,34.49,10.45,24.5755,-112.106,77,25,7,150,Abulon azul,1,30
ELABSO-131114-UG-11-11-INV,Ulises Gomez,11/13/14,2014,11:39,11:48,0:09,2,1,11,11,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,34.32,10.4,34.65,10.5,34.65,10.5,34.49,10.45,24.5755,-112.106,77,25,7,150,Langosta azul,3,30
ELABSO-131114-UG-11-11-INV,Ulises Gomez,11/13/14,2014,11:39,11:48,0:09,2,1,11,11,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,34.32,10.4,34.65,10.5,34.65,10.5,34.49,10.45,24.5755,-112.106,77,25,7,150,Langosta roja,8,30
ELABPR-131114-UG-12-12-INV,Ulises Gomez,11/13/14,2014,10:38,10:44,0:06,2,1,12,12,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,54.78,16.6,34.65,10.5,54.78,1.9,44.72,13.55,24.5738,-112.10889,77,25,7,150,n/d,n/d,30
ELABSO-131114-AR-13-13-INV,Alfonso Romero,11/13/14,2014,2:41,2:45,0:04,2,2,13,13,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,34.98,10.6,35.64,10.8,35.64,10.8,35.31,10.7,24.56754,-112.10532,77,25,5,300,Caracol chino,1,30
ELABSO-131114-AR-13-13-INV,Alfonso Romero,11/13/14,2014,2:41,2:45,0:04,2,2,13,13,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,34.98,10.6,35.64,10.8,35.64,10.8,35.31,10.7,24.56754,-112.10532,77,25,5,300,Estrella comun,1,30
ELABPR-131114-AR-14-14-INV,Alfonso Romero,11/13/14,2014,1:22,1:24,0:02,2,2,14,14,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,55.11,16.7,58.41,17.7,58.41,17.7,56.76,17.2,24.56728,-112.10695,77,25,5,300,Estrella comun,4,30
ELABSO-141114-CA-15-15-INV,Christian Alducin,11/13/14,2014,2:46,2:48,0:02,2,2,15,15,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,29.7,9,33,10,31.35,9.5,24.56754,-112.10532,77,25,5,120,Abulon azul,1,30
ELABSO-141114-CA-15-15-INV,Christian Alducin,11/13/14,2014,2:46,2:48,0:02,2,2,15,15,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,29.7,9,33,10,31.35,9.5,24.56754,-112.10532,77,25,5,120,langosta azul,1,30
ELABSO-141114-CA-15-15-INV,Christian Alducin,11/13/14,2014,2:46,2:48,0:02,2,2,15,15,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,29.7,9,33,10,31.35,9.5,24.56754,-112.10532,77,25,5,120,Estrella comun,6,30
ELABSO-141114-CA-15-15-INV,Christian Alducin,11/13/14,2014,2:46,2:48,0:02,2,2,15,15,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,33,10,29.7,9,33,10,31.35,9.5,24.56754,-112.10532,77,25,5,120,Pulpo,4,30
ELABPR-141114-CA-16-16-INV,Christian Alducin,11/13/14,2014,1:24,1:28,0:04,2,2,16,16,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,56.1,17,52.8,16,56.1,17,54.45,16.5,24.56728,-112.10695,77,25,5,120,erizo espinudo,1,30
ELABPR-141114-CA-16-16-INV,Christian Alducin,11/13/14,2014,1:24,1:28,0:04,2,2,16,16,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,56.1,17,52.8,16,56.1,17,54.45,16.5,24.56728,-112.10695,77,25,5,120,Estrella comun,1,30
ELABSO-141114-DV-17-17-INV,Daniel Valdez,11/13/14,2014,2:50,2:53,0:03,2,2,17,17,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,36.3,11,33.66,10.2,36.3,11,34.98,10.6,24.56754,-112.10532,77,25,5,120,caracol chino,2,30
ELABSO-141114-DV-17-17-INV,Daniel Valdez,11/13/14,2014,2:50,2:53,0:03,2,2,17,17,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,36.3,11,33.66,10.2,36.3,11,34.98,10.6,24.56754,-112.10532,77,25,5,120,Estrella comun,3,30
ELABPR-141114-DV-18-18-INV,Daniel Valdez,11/13/14,2014,1:25,1:28,0:03,2,2,18,18,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,49.5,15,55.11,16.7,55.11,16.7,52.31,15.85,24.56728,-112.10695,77,25,5,120,Caracol chino,3,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,Estrella comun,1,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,langosta roja,1,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,langosta azul,3,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,erizo espinudo,1,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,Estrella comun,1,30
ELABSO-141114-NV-19-19-INV,Norberto Velez,11/13/14,2014,2:52,2:59,0:07,2,2,19,19,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,39.93,12.1,41.25,12.5,41.25,12.5,40.59,12.3,24.56254,-112.10532,77,25,6,300,Pulpo,1,30
ELABPR-141114-NV-20-20-INV,Norberto Velez,11/13/14,2014,1:35,1:45,0:10,2,2,20,20,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,57.42,17.4,56.43,17.1,57.42,17.4,56.93,17.25,24.56228,-112.10895,77,25,6,300,Langosta roja,13,30
ELABSO-131114-LT-21-21-INV,Luis de la Toba,11/13/14,2014,1:07,1:08,0:01,2,1,21,21,El Abolladero somero,"El Abolladero somero, Isla Magdalena, Baja California Sur",2,23.1,7,23.1,7,23.1,7,23.1,7,24.8755,-112.1066,77,25,7,90,Estrella comun,5,30
ELABPR-131114-LT-22-22-INV,Luis de la Toba,11/13/14,2014,1:17,1:18,0:01,2,1,22,22,El Abolladero profundo,"El Abolladero profundo, Isla Magdalena, Baja California Sur",2,62.7,19,56.1,17,62.7,19,59.4,18,24.5738,-112.10889,77,25,7,120,erizo espinudo,5,30
LOCAPR-141114-LT-1-1-INV,Luis de la Toba,11/14/14,2014,1:27,1:32,0:08,2,1,1,1,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,55.44,16.8,52.8,16,55.44,16.8,54.12,16.4,24.55777,-112.10414,77,25,12,150,erizo espinudo,20,30
LOCAPR-141114-LT-2-2-INV,Luis de la Toba,11/14/14,2014,1:34,1:39,0:06,2,1,2,2,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,33,10,35.97,10.9,35.97,10.9,34.49,10.45,24.5588,-112.11354,77,25,12,150,pulpo,2,30
LOCAPR-141114-RR-3-3-INV,Raul Romero,11/14/14,2014,2:10,2:15,0:05,2,1,3,3,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,50.49,15.3,55.11,16.7,55.11,16.7,52.8,16,24.55777,-112.10414,77,25,9,300,Pepino café,1,30
LOCAPR-141114-RR-3-3-INV,Raul Romero,11/14/14,2014,2:10,2:15,0:05,2,1,3,3,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,50.49,15.3,55.11,16.7,55.11,16.7,52.8,16,24.55777,-112.10414,77,25,9,300,Pulpo,1,30
LOCAPR-141114-RR-4-4-INV,Raul Romero,11/14/14,2014,2:11,2:16,0:05,2,1,4,4,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,36.63,11.1,36.3,11,36.63,11.1,36.47,11.05,24.5582,-112.10354,77,25,9,300,n/d,,30
LOCAPR-141114-UG-5-5-DP,Ulises Gomez,11/14/14,2014,1:04,1:10,0:06,2,1,5,5,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,49.5,15,51.15,15.5,51.15,15.5,50.33,15.25,24.55777,-112.10414,77,25,8,120,n/d,,30
LOCAPR-141114-UG-6-6-DP,Ulises Gomez,11/14/14,2014,12:.06,12:12,0:06,2,1,6,6,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,38.61,11.7,44.88,13.6,44.88,13.6,41.75,12.65,24.5582,-112.10354,77,25,8,210,erizo espinudo,3,30
LOCAPR-151114-LT-7-7-DP,Luis de la Toba,11/15/14,2014,8:11,8:15,0:05,2,2,7,7,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,51.48,15.6,49.17,14.9,51.48,15.6,50.33,15.25,24.55581,-112.10306,77,25,3,300,Erizo puntas rotas,9,30
LOCAPR-151114-RR-8-8-DP,Raul Romero,11/15/14,2014,8:09,8:14,0:07,2,2,8,8,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,51.15,15.5,50.82,15.4,51.15,15.5,50.99,15.45,24.55581,-112.10306,77,25,4,300,Abulon azul,1,30
LOCAPR-151114-RR-8-8-DP,Raul Romero,11/15/14,2014,8:09,8:14,0:07,2,2,8,8,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,51.15,15.5,50.82,15.4,51.15,15.5,50.99,15.45,24.55581,-112.10306,77,25,4,300,Estrella comun,5,30
LOCAPR-151114-UG-9-9-DP,Ulises Gomez,11/15/14,2014,5:46,5:51,0:07,2,2,9,9,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,55.77,16.9,58.41,17.7,58.41,17.7,57.09,17.3,24.55581,-112.10306,77,25,3,210,Estrella comun,3,30
LOCAPR-151114-UG-9-9-DP,Ulises Gomez,11/15/14,2014,5:46,5:51,0:07,2,2,9,9,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,55.77,16.9,58.41,17.7,58.41,17.7,57.09,17.3,24.55581,-112.10306,77,25,3,210,Pulpo,1,30
LOCAPR-151114-NV-10-10-DP,Norberto Velez,11/15/14,2014,8:27,8:34,0:07,2,2,10,10,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,62.37,18.9,56.76,17.2,62.37,18.9,59.57,18.05,24.55645,-112.10381,77,25,3,300,Estrella comun,2,30
LOCAPR-151114-NV-10-10-DP,Norberto Velez,11/15/14,2014,8:27,8:34,0:07,2,2,10,10,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,62.37,18.9,56.76,17.2,62.37,18.9,59.57,18.05,24.55645,-112.10381,77,25,3,300,Pulpo,1,30
LOCAPR-151114-AR-11-11-DP,Alfonso Romero,11/15/14,2014,8:20,8:23,0:04,2,2,11,11,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,55.11,16.7,60.06,18.2,60.06,18.2,57.59,17.45,24.55645,-112.10381,77,25,5,300,Estrella comun,1,30
LOCAPR-151114-DV-12-12-DP,Daniel Valdez,11/15/14,2014,8:23,5:45,0:02,2,2,12,12,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,55.11,16.7,57.09,17.3,57.09,17.3,56.1,17,24.55645,-112.10381,77,25,5,120,n/d,,30
LOCAPR-151114-CA-13-13-DP,Christian Alducin,11/15/14,2014,8:19,8:22,0:04,2,2,13,13,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,49.5,15,48.84,14.8,49.5,15,49.17,14.9,24.55645,112.10381,77,25,3,120,erizo espinudo,1,30
LOCAPR-151114-CA-13-13-DP,Christian Alducin,11/15/14,2014,8:19,8:22,0:04,2,2,13,13,Los Cabitos profundo,"Los Cabitos profundo, Isla Magdalena, Baja California Sur",2,49.5,15,48.84,14.8,49.5,15,49.17,14.9,24.55645,112.10381,77,25,3,120,Pulpo,2,30
