codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,IS,IM,G,RO,Total sustrato,Total relieve,Total Cobertura,direcci—n,Pasto
INLADU-030813-AZ-9-10-PCU,Alberto Zu–iga,8/3/13,2013,12:17,12:22,0:05,2,9,10,10,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,31.68,9.6,24.42,7.4,31.68,9.6,28.05,8.5,27.84281,-115.14115,57.2,14,11,0,1,6,22,1,2,15,9,4,0,4,6,0,1,9,3,2,0,5,0,30,30,30,180,
INLADU-030813-AM-9-11-PCU,Alonso Murillo,8/3/13,2013,10:38,10:45,0:07,2,9,11,11,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,35.31,10.7,38.94,11.8,38.94,11.8,37.13,11.25,27.84521,-115.14113,57.2,14,11,0,8,0,22,0,1,28,1,0,0,0,0,0,0,10,13,3,1,3,0,30,30,30,300,
INLADU-030813-AM-10-12-PCU,Alonso Murillo,8/3/13,2013,12:10,12:16,0:06,2,10,12,12,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,35.31,10.7,33.00,10,35.31,10.7,34.16,10.35,27.84281,-115.14115,62.6,17,11,0,0,1,29,0,1,29,0,0,0,0,0,0,0,15,10,3,1,0,1,30,30,30,300,
INLADU-030813-AP-9-13-PCU,Antonio Pantoja,8/3/13,2013,10:19,10:30,0:11,2,9,13,13,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,50.49,15.3,37.95,11.5,50.49,15.3,44.22,13.4,27.84123,-115.14169,62.6,17,8,3,8,0,19,0,12,18,0,0,1,0,0,0,0,10,15,0,1,0,3,30,30,30,20,
INLADU-030813-AP-10-14-PCU,Antonio Pantoja,8/3/13,2013,12:11,12:21,0:10,2,10,14,14,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,16.50,5,23.43,7.1,23.43,7.1,19.97,6.05,27.84247,-115.14150,62.6,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
INLADU-030813-UY-9-15-PCU,Ulises Yepiz,8/3/13,2013,11:21,11:29,0:08,2,9,15,15,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,49.83,15.1,55.44,16.8,55.44,16.8,52.64,15.95,27.84123,-115.14169,62.6,17,10,0,8,15,7,0,0,27,3,0,1,4,1,0,6,0,11,3,3,0,1,30,30,30,200,
INLADU-030813-UY-10-16-PCU,Ulises Yepiz,8/3/13,2013,12:17,12:26,0:09,2,10,16,16,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,50.49,15.3,62.04,18.8,62.04,18.8,56.27,17.05,27.84247,-115.18150,62.6,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,
INLADU-040813-JC-5-17-PCU,Jhonatan Castro,8/4/13,2013,10:20,10:26,0:06,2,5,17,17,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,55.44,16.8,53.13,16.1,55.44,16.8,54.29,16.45,27.84896,-115.14153,57.2,14,8,2,13,1,14,0,8,22,0,0,2,0,0,0,2,3,12,3,0,0,8,30,30,30,240,
INLADU-040813-JC-6-18-PCU,Jhonatan Castro,8/4/13,2013,11:23,11:28,0:05,2,6,18,18,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,30.36,9.2,34.65,10.5,34.65,10.5,32.51,9.85,27.84295,-115.14073,57.2,14,7,3,3,6,18,0,0,27,3,0,3,0,0,0,0,20,5,0,1,0,1,30,30,30,120,
INLADU-040813-AH-11-19-PCU,Arturo Hernandez,8/4/13,2013,10:20,10:25,0:05,2,11,19,19,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,56.43,17.1,58.08,17.6,58.08,17.6,57.26,17.35,27.84896,-115.14153,57.2,14,7,1,14,9,6,0,25,5,0,0,1,0,0,0,1,3,12,0,0,0,13,30,30,30,60,
INLADU-040813-AH-12-20-PCU,Arturo Hernandez,8/4/13,2013,11:37,11:43,0:06,2,12,20,20,La Dulce,"La Dulce, Isla Natividad Baja California Sur",1,26.07,7.9,27.39,8.3,27.39,8.3,26.73,8.1,27.84295,-115.14073,57.2,14,8,0,0,0,30,0,7,18,5,0,0,0,0,0,0,15,6,2,1,1,0,30,30,30,120,5
INREVE-050813-EL-10-1-PCU,Elba Lopez,8/5/13,2013,10:48,10:54,0:06,2,10,1,1,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,53.79,16.3,56.10,17,56.1,17,54.95,16.65,27.86275,-115.19112,55.4,13,6,19,4,2,5,0,23,7,0,0,9,2,0,0,1,10,7,0,1,0,0,30,30,30,180,
INREVE-050813-EL-11-2-PCU,Elba Lopez,8/5/13,2013,12:35,12:43,0:08,2,11,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,31.68,9.6,33.00,10,33,10,32.34,9.8,27.86275,-115.19112,55.4,13,3,2,4,4,20,0,9,19,0,2,1,9,0,0,6,4,9,0,1,0,0,30,30,30,270,
INREVE-050813-ML-10-3-PCU,Mitzi Leal,8/5/13,2013,10:33,10:38,0:05,2,10,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,53.46,16.2,50.49,15.3,53.46,16.2,51.98,15.75,27.86379,-115.19120,55.4,13,6,1,15,5,9,0,3,19,8,0,2,0,0,0,0,2,25,0,1,0,0,30,30,30,180,
INREVE-050813-ML-11-4-PCU,Mitzi Leal,8/5/13,2013,12:17,12:23,0:06,2,11,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,31.68,9.6,33.00,10,33,10,32.34,9.8,27.86503,-115.18815,55.4,13,4,0,5,0,25,0,0,15,15,0,0,2,1,0,5,12,10,0,0,0,0,30,30,30,240,
INREVE-050813-AM-11-5-PCU,Alonso Murillo,8/5/13,2013,10:20,10:24,0:04,2,11,5,5,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.20,14,52.14,15.8,52.14,15.8,49.17,14.9,27.86225,-115.19193,55.4,13,7,2,2,0,26,0,1,29,0,0,4,1,0,0,4,9,8,2,0,2,0,30,30,30,300,
INREVE-050813-AM-12-6-PCU,Alonso Murillo,8/5/13,2013,12:00,12:04,0:04,2,12,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.86,14.2,43.23,13.1,46.86,14.2,45.05,13.65,27.86568,-115.18847,55.4,13,5,5,1,2,22,0,3,25,2,0,5,0,0,0,7,3,9,4,0,2,0,30,30,30,120,
INREVE-050813-AZ-10-7-PCU,Alberto Zu–iga,8/5/13,2013,10:01,10:07,0:06,2,10,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.20,14,48.51,14.7,48.51,14.7,47.36,14.35,27.86225,-115.19193,55.4,13,7,0,2,11,17,0,2,21,7,0,0,5,2,0,9,4,1,0,0,9,0,30,30,30,120,
INREVE-050813-AZ-11-8-PCU,Alberto Zu–iga,8/5/13,2013,12:02,12:08,0:06,2,11,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.22,13.4,43.56,13.2,44.22,13.4,43.89,13.3,27.86163,-115.18847,55.4,13,5,4,7,6,13,0,11,18,1,0,4,5,5,0,6,0,9,0,1,0,0,30,30,30,0,
INREVE-050813-AH-13-9-PCU,Arturo Hernandez,8/5/13,2013,10:28,10:31,0:03,2,13,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,56.10,17,53.13,16.1,56.1,17,54.62,16.55,27.86275,-115.19112,53.6,12,5,4,1,11,14,0,9,21,0,0,4,2,5,0,3,6,10,0,0,0,0,30,30,30,90,
INREVE-050813-EA-7-10-PCU,Esmeralda Alba–ez,8/5/13,2013,12:25,12:31,0:06,2,7,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.85,14.5,44.88,13.6,47.85,14.5,46.37,14.05,27.86357,-115.18777,55.4,13,6,11,0,4,15,0,9,19,2,0,8,1,0,0,2,4,3,11,1,0,0,30,30,30,120,
INREVE-050813-AP-11-11-PCU,Antonio Pantoja,8/5/13,2013,10:01,10:07,0:06,2,11,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,54.12,16.4,53.79,16.3,54.12,16.4,53.96,16.35,27.86502,-115.19322,55.4,13,6,1,13,5,11,0,15,15,0,0,3,0,5,0,9,13,0,0,0,0,0,30,30,30,120,
INREVE-050813-AP-12-12-PCU,Antonio Pantoja,8/5/13,2013,12:01,12:07,0:06,2,12,12,12,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,33.00,10,32.01,9.7,33,10,32.51,9.85,27.86518,-115.18633,55.4,13,4,3,2,1,24,0,6,24,0,0,4,3,0,0,7,5,9,0,0,2,0,30,30,30,120,
INREVE-050813-UY-11-13-PCU,Ulises Yepiz,8/5/13,2013,10:00,10:04,0:04,2,11,13,13,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,59.73,18.1,53.46,16.2,59.73,18.1,56.60,17.15,27.86502,-115.19323,55.4,13,6,0,11,19,0,0,0,30,0,0,1,2,6,0,4,6,8,0,2,0,1,30,30,30,300,
INREVE-050813-UY-12-14-PCU,Ulises Yepiz,8/5/13,2013,12:01,12:05,0:04,2,12,14,14,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,32.67,9.9,31.02,9.4,32.67,9.9,31.85,9.65,27.86518,-115.18633,55.4,13,4.5,1,4,24,1,0,1,27,2,0,0,6,0,0,7,1,4,2,0,9,1,30,30,30,300,
INREVE-050813-EA-8-15-PCU,Esmeralda Alba–ez,8/5/13,2013,10:37,10:45,0:08,2,8,15,15,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,52.14,15.8,52.14,15.8,52.14,15.8,52.14,15.8,27.86379,-115.1912,55.4,13,6,0,20,5,5,0,6,24,0,0,0,0,1,0,0,0,28,0,1,0,0,30,30,30,N/A
INREVE-060813-AZ-12-16-PCU,Alberto Zu–iga,8/6/13,2013,10:15,10:22,0:07,2,12,16,16,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,35.97,10.9,30.69,9.3,35.97,10.9,33.33,10.1,27.86603,-115.18522,60.8,16,5,4,0,8,18,0,5,18,7,0,4,10,0,0,7,7,0,0,0,2,0,30,30,30,N/A
INREVE-060813-AM-13-17-PCU,Alonso Murillo,8/6/13,2013,10:05,10:11,0:06,2,13,17,17,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.85,14.5,46.86,14.2,47.85,14.5,47.36,14.35,27.86240,-115.18523,55.4,13,5,4,0,5,21,0,4,26,0,0,4,1,1,0,2,3,10,9,0,0,0,30,30,30,N/A
INREVE-060813-ML-12-18-PCU,Mitzi Leal,8/6/13,2013,10:11,0:00,13:49,2,12,18,18,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,47.19,14.3,43.23,13.1,47.19,14.3,45.21,13.7,27.86240,-115.18523,55.4,13,5,7,12,2,9,0,23,3,4,0,7,1,1,0,0,3,15,1,2,0,0,30,30,30,N/A
INREVE-060813-AP-13-19-PCU,Antonio Pantoja,8/6/13,2013,10:24,10:33,0:09,2,13,19,19,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,25.74,7.8,27.06,8.2,27.06,8.2,26.40,8,27.86003,-115.18391,55.4,13,5,0,0,0,30,0,0,30,0,0,0,4,0,0,6,15,1,0,1,3,0,30,30,30,N/A
INREVE-060813-EA-9-20-PCU,Esmeralda Alba–ez,8/6/13,2013,10:03,10:14,0:11,2,9,20,20,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,33.99,10.3,34.32,10.4,34.16,10.35,27.86603,-115.85522,55.4,13,5,2,10,6,12,0,4,26,0,0,3,1,0,0,7,4,14,1,0,0,0,30,30,30,N/A
INREVE-060813-EL-12-21-PCU,Elba Lopez,8/6/13,2013,10:55,11:04,0:09,2,12,21,21,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,25.74,7.8,24.42,7.4,25.74,7.8,25.08,7.6,27.86003,-115.18391,55.4,13,5,1,2,1,26,0,7,22,1,0,0,3,0,0,9,13,4,0,1,0,0,30,30,30,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
