codigo,Oservador,Fecha,Tiempo inicial (Ti),Tiempo final,Duracion,Parche,Talla,Tiempo parche (Tp),Tp-Ti,Tipo comunidad,Temporada,Comentarios,Sitio,Sitio extenso,Direccion,Latitude (N),Longitud (W),Temp. (F),Tem. (C) ,Visibilidad,Especie,Prof. Inicio ft,Prof. Inicio m,Prof. Fin ft,Prof. Fin m,Prof. Max ft,Prof. Max m,Prof. Prom ft,Prof. Prom m,talla_correcta,"talla correcta, rounded (cm)",weight (g),fecundity (million eggs),fecundity Million eggs) corrected,Tiempo Tp-Ti (AH),,,No. replica,No. transecto,,Zona
IMELPR-111011-ER-2-2-MAZ,Ernesto Romero,10/11/11,0:01,0:30,0:29,3,13,0:30,0:29,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",60,24.66207,-112.17238,n/d,n/d,5,Azul,30.7,9.3,29.7,9,30.7,9.3,30.2,9.2,10.96,11,159.89,-0.19,0,30,1,2,2,2,2,1
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,1,16,11:49,0:06,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,2,15,12:50,1:07,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,2,17,12:50,1:07,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,2,19,12:50,1:07,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,2,21,12:50,1:07,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,3,12,12:55,1:12,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,4,18,12:56,1:13,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,5,14,12:58,1:15,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,6,22,12:03,0:20,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,7,11,12:05,0:22,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,7,18,12:05,0:22,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,8,11,12:08,0:25,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,9,14,12:10,0:27,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,10,19,12:14,0:31,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,11,19,12:15,0:32,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
,Erasmo Rochin,10/12/11,11:43,12:25,0:42,12,18,12:21,0:38,E,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",330,24.66191,-112.17094,n/d,n/d,9,Azul,59.4,18,42.9,13,59.4,18,51.15,15.5,,,,,,,,,,,,
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,1,15,0:02,0:01,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,12.45,12,245.78,0.03,0.03,2,1,2,6,6,2,1
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,2,12,0:09,0:08,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,10.21,10,126.08,-0.28,0,9,1,2,6,6,2,1
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,3,16,0:16,0:15,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,13.2,13,298.99,0.17,0.17,16,1,2,6,6,2,1
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,4,18,0:26,0:25,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,14.7,15,428.83,0.5,0.5,26,1,2,6,6,2,1
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,5,18,0:28,0:27,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,14.7,15,428.83,0.5,0.5,28,1,2,6,6,2,1
IMELPR-121011-ER-6-6-MAZ,Ernesto Romero,10/12/11,0:01,0:34,0:33,6,11,0:32,0:31,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.66203,-112.17097,n/d,n/d,7,Azul,14.2,4.3,20.1,6.1,20.1,6.1,17.2,5.2,9.46,9,97.64,-0.36,0,32,1,2,6,6,2,1
IMELPR-121011-ER-5-5-MAZ,Ernesto Romero,10/12/11,0:01,0:28,0:27,1,11,0:06,0:05,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.67167,-112.16811,n/d,n/d,7,Azul,26.4,8,29.7,9,29.7,9,28.1,8.5,9.46,9,97.64,-0.36,0,6,1,1,5,5,2,1
IMELPR-121011-ER-5-5-MAZ,Ernesto Romero,10/12/11,0:01,0:28,0:27,2,9,0:15,0:14,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.67167,-112.16811,n/d,n/d,7,Azul,26.4,8,29.7,9,29.7,9,28.1,8.5,7.97,8,54.77,-0.47,0,15,1,1,5,5,2,1
IMELPR-121011-ER-5-5-MAZ,Ernesto Romero,10/12/11,0:01,0:28,0:27,3,10,0:18,0:17,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.67167,-112.16811,n/d,n/d,7,Azul,26.4,8,29.7,9,29.7,9,28.1,8.5,8.71,9,74.04,-0.42,0,18,1,1,5,5,2,1
IMELPR-121011-ER-5-5-MAZ,Ernesto Romero,10/12/11,0:01,0:28,0:27,3,13,0:18,0:17,EP,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",90,24.67167,-112.16811,n/d,n/d,7,Azul,26.4,8,29.7,9,29.7,9,28.1,8.5,10.96,11,159.89,-0.19,0,18,1,1,5,5,2,1
IMELPR-121011-ER-8-8-MAZ,Ernesto Romero,10/12/11,12:52,13:25,0:33,1,8,13:10,0:18,P,2,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",160,24.67154,-112.16808,n/d,n/d,8,Azul,18,5.5,14,4.2,18,5.5,16,4.8,7.22,7,39.32,-0.51,0,18,1,2,8,8,2,1
IMELAB-131011-ER-6-6-MAZ,Ernesto Romero,10/13/11,0:01,0:20,0:19,0,0,,,E,2,No se observo abulon,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",330,24.56984,-112.1047,n/d,n/d,8,Azul,34.3,10.4,35,10.6,35,10.6,34.7,10.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/d,0,2,6,6,2,1
IMLOCA-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,11:36,12:06,0:30,1,19,11:43,0:07,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",120,24.55747,-112.10271,n/d,n/d,9,Azul,32,9.7,37,11.2,37,11.2,34.5,10.5,15.45,15,506.66,0.71,0.71,7,1,1,5,5,2,1
IMLOCA-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,11:36,12:06,0:30,2,13,11:52,0:16,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",120,24.55747,-112.10271,n/d,n/d,9,Azul,32,9.7,37,11.2,37,11.2,34.5,10.5,10.96,11,159.89,-0.19,0,16,1,1,5,5,2,1
IMLOCA-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,11:36,12:06,0:30,3,15,11:56,0:20,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",120,24.55747,-112.10271,n/d,n/d,9,Azul,32,9.7,37,11.2,37,11.2,34.5,10.5,12.45,12,245.78,0.03,0.03,20,1,1,5,5,2,1
IMLOCA-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,11:36,12:06,0:30,4,12,12:00,0:24,E,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",120,24.55747,-112.10271,n/d,n/d,9,Azul,32,9.7,37,11.2,37,11.2,34.5,10.5,10.21,10,126.08,-0.28,0,24,1,1,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,6,17,13:21,0:27,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,14.7,15,428.83,0.5,0.5,27,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,1,20,12:59,0:05,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,16.19,16,593.91,0.93,0.93,5,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,1,21,12:59,0:05,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,16.94,17,691.21,1.19,1.19,5,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,2,15,13:01,0:07,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,12.45,12,245.78,0.03,0.03,7,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,2,17,13:01,0:07,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,13.95,14,359.81,0.33,0.33,7,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,3,8,13:12,0:18,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,7.22,7,39.32,-0.51,0,18,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,3,9,13:12,0:18,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,7.97,8,54.77,-0.47,0,18,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,3,17,13:12,0:18,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,13.95,14,359.81,0.33,0.33,18,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,3,19,13:12,0:18,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,15.45,15,506.66,0.71,0.71,18,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,4,11,13:14,0:20,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,9.46,9,97.64,-0.36,0,20,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,4,14,13:14,0:20,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,11.71,12,199.6,-0.09,0,20,1,2,5,5,2,1
IMELAB-131011-ER-5-5-MAZ,Erasmo Rochin,10/13/11,12:54,13:22,0:28,5,15,13:20,0:26,E,2,,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",120,24.56898,-112.10366,n/d,n/d,7,Azul,35,10.6,48,14.5,48,14.5,41.5,12.6,12.45,12,245.78,0.03,0.03,26,1,2,5,5,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,1,10,0:09,0:08,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,8.71,9,74.04,-0.42,0,9,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,1,15,0:09,0:08,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,12.45,12,245.78,0.03,0.03,9,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,2,12,0:17,0:16,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,10.21,10,126.08,-0.28,0,17,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,7,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,6.47,6,27.23,-0.54,0,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,12,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,10.21,10,126.08,-0.28,0,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,14,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,11.71,12,199.6,-0.09,0,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,14,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,11.71,12,199.6,-0.09,0,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,15,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,12.45,12,245.78,0.03,0.03,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,15,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,12.45,12,245.78,0.03,0.03,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,3,16,0:19,0:18,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,13.2,13,298.99,0.17,0.17,18,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,4,12,0:21,0:20,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,10.21,10,126.08,-0.28,0,21,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,4,12,0:21,0:20,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,10.21,10,126.08,-0.28,0,21,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,4,13,0:21,0:20,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,10.96,11,159.89,-0.19,0,21,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,5,15,0:25,0:24,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,12.45,12,245.78,0.03,0.03,25,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,5,17,0:25,0:24,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,13.95,14,359.81,0.33,0.33,25,1,1,4,4,2,1
IMLOCA-131011-ER-4-4-MAZ,Ernesto Romero,10/13/11,0:01,0:33,0:32,6,16,0:31,0:30,EP,2,,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",210,24.55755,-112.10275,n/d,n/d,7,Azul,40.3,12.2,51.5,15.6,51.5,15.6,45.9,13.9,13.2,13,298.99,0.17,0.17,31,1,1,4,4,2,1
IMPUBA-141011-ER-1-1-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,1,19,0:15,0:14,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",120,24.659,-112.18055,n/d,n/d,5,Azul,40.3,12.2,44.2,13.4,44.2,13.4,42.2,12.8,15.45,15,506.66,0.71,0.71,15,1,1,1,1,1,1
IMPUBA-141011-ER-1-1-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,2,21,0:17,0:16,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",120,24.659,-112.18055,n/d,n/d,5,Azul,40.3,12.2,44.2,13.4,44.2,13.4,42.2,12.8,16.94,17,691.21,1.19,1.19,17,1,1,1,1,1,1
IMPUBA-141011-ER-1-1-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,3,22,0:22,0:21,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",120,24.659,-112.18055,n/d,n/d,5,Azul,40.3,12.2,44.2,13.4,44.2,13.4,42.2,12.8,17.69,18,799.2,1.47,1.47,22,1,1,1,1,1,1
IMPUBA-141011-ER-4-4-MAZ,Erasmo Rochin,10/14/11,12:58,13:28,0:30,1,24,13:01,0:03,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",160,24.65911,-112.1806,n/d,n/d,5,Azul,48,14.5,46,13.9,48,14.5,47,14.2,19.19,19,1049.82,2.12,2.12,3,1,1,4,4,1,1
IMPUBA-141011-ER-4-4-MAZ,Erasmo Rochin,10/14/11,12:58,13:28,0:30,1,24,13:01,0:03,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",160,24.65911,-112.1806,n/d,n/d,5,Azul,48,14.5,46,13.9,48,14.5,47,14.2,19.19,19,1049.82,2.12,2.12,3,1,1,4,4,1,1
IMPUBA-141011-ER-4-4-MAZ,Erasmo Rochin,10/14/11,12:58,13:28,0:30,2,19,13:23,0:25,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",160,24.65911,-112.1806,n/d,n/d,5,Azul,48,14.5,46,13.9,48,14.5,47,14.2,15.45,15,506.66,0.71,0.71,22,1,1,4,4,1,1
IMPUBA-141011-ER-3-3-MAZ,Erasmo Rochin,10/14/11,11:43,12:14,0:31,1,19,12:08,0:25,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",160,24.66052,-112.1791,n/d,n/d,5,Azul,45,13.6,46,13.9,46,13.9,45.5,13.8,15.45,15,506.66,0.71,0.71,15,1,1,3,3,1,1
IMPUBA-141011-ER-3-3-MAZ,Erasmo Rochin,10/14/11,11:43,12:14,0:31,2,9,12:12,0:29,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",160,24.66052,-112.1791,n/d,n/d,5,Azul,45,13.6,46,13.9,46,13.9,45.5,13.8,7.97,8,54.77,-0.47,0,19,1,1,3,3,1,1
IMPUBA-141011-ER-2-2-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,1,14,0:16,0:15,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",30,24.66053,-112.17905,n/d,n/d,5,Azul,47.5,14.4,48.8,14.8,48.8,14.8,48.2,14.6,11.71,12,199.6,-0.09,0,16,1,2,2,2,1,1
IMPUBA-141011-ER-2-2-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,1,19,0:16,0:15,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",30,24.66053,-112.17905,n/d,n/d,5,Azul,47.5,14.4,48.8,14.8,48.8,14.8,48.2,14.6,15.45,15,506.66,0.71,0.71,16,1,2,2,2,1,1
IMPUBA-141011-ER-2-2-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,2,19,0:21,0:20,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",30,24.66053,-112.17905,n/d,n/d,5,Azul,47.5,14.4,48.8,14.8,48.8,14.8,48.2,14.6,15.45,15,506.66,0.71,0.71,21,1,2,2,2,1,1
IMPUBA-141011-ER-2-2-MAZ,Ernesto Romero,10/14/11,0:01,0:28,0:27,2,20,0:21,0:20,E,2,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",30,24.66053,-112.17905,n/d,n/d,5,Azul,47.5,14.4,48.8,14.8,48.8,14.8,48.2,14.6,16.19,16,593.91,0.93,0.93,21,1,2,2,2,1,1
IMPUTE-151011-ER-4-4-MAZ,Erasmo Rochin,10/15/11,13:32,14:00,0:28,1,8,13:38,0:06,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",60,24.66024,-112.17919,n/d,n/d,4,Azul,45,13.6,40,12.1,45,13.6,42.5,12.9,7.22,7,39.32,-0.51,0,6,1,2,4,4,1,1
IMPUTE-151011-ER-1-1-MAZ,Ernesto Romero,10/15/11,0:01,0:36,0:35,1,14,0:12,0:11,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",150,24.66053,-112.17905,n/d,n/d,4,Azul,43.9,13.3,42.2,12.8,43.9,13.3,43.1,13.1,11.71,12,199.6,-0.09,0,12,1,1,1,1,1,1
IMPUTE-151011-ER-1-1-MAZ,Ernesto Romero,10/15/11,0:01,0:36,0:35,2,16,0:23,0:22,E,2,,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",150,24.66053,-112.17905,n/d,n/d,4,Azul,43.9,13.3,42.2,12.8,43.9,13.3,43.1,13.1,13.2,13,298.99,0.17,0.17,23,1,1,1,1,1,1
