codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,Parche,talla,talla_correcta,"talla correcta, rounded (cm)",weight (g),fecundity (million eggs),fecundity Million eggs) corrected,Tiempo,Direccion,Abundancia
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,5,17,13.9505,14,359.8070405,0.325498305,0.325498305,17,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,6,16,13.2025,13,298.9873199,0.167367032,0.167367032,23,180,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,1,15,12.4545,12,245.7787755,0.029024816,0.029024816,1,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,2,11,9.4625,9,97.64001044,-0.356135973,0,9,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,3,11,9.4625,9,97.64001044,-0.356135973,0,17,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,4,14,11.7065,12,199.601119,-0.091037091,0,18,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,5,16,13.2025,13,298.9873199,0.167367032,0.167367032,23,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,6,15,12.4545,12,245.7787755,0.029024816,0.029024816,26,0,1
IMLOCA-241110-ER-1-3-MAZ,Ernesto Romero,11/24/10,2010,12:03,12:32,0:29,2,1,3,3,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,54.78,16.6,49.83,15.1,54.78,16.6,52.31,15.85,24.55832,-112.10448,n/d,n/d,9,Azul,7,16,13.2025,13,298.9873199,0.167367032,0.167367032,28,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,1,8,7.2185,7,39.32147556,-0.507764164,0,9,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,2,7,6.4705,6,27.22696079,-0.539209902,0,12,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,3,16,13.2025,13,298.9873199,0.167367032,0.167367032,13,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,4,12,10.2105,10,126.0799334,-0.282192173,0,14,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,5,13,10.9585,11,159.8864849,-0.194295139,0,18,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,6,14,11.7065,12,199.601119,-0.091037091,0,20,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,6,15,12.4545,12,245.7787755,0.029024816,0.029024816,20,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,6,15,12.4545,12,245.7787755,0.029024816,0.029024816,20,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,7,12,10.2105,10,126.0799334,-0.282192173,0,22,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,8,7,6.4705,6,27.22696079,-0.539209902,0,23,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,8,12,10.2105,10,126.0799334,-0.282192173,0,23,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,9,7,6.4705,6,27.22696079,-0.539209902,0,26,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,10,10,8.7145,9,74.03937291,-0.41749763,0,28,0,1
IMLOCA-241110-ER-2-4-MAZ,Ernesto Romero,11/24/10,2010,1:03,1:38,0:35,2,2,4,4,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,19.14,5.8,40.26,12.2,40.26,12.2,29.7,9,24.55773,-112.10422,n/d,n/d,2,Azul,11,9,7.9665,8,54.76549552,-0.467609712,0,34,0,1
