codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,I,G,P,Total sustrato,Total relieve,Total Cobertura,direcci—n
INLADU-240707-AR-2-4-PCU,Alonso Ramirez,7/24/07,2007,12:03,12:10,0:07,2,2,4,4,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,19.8,6,20.13,6.1,20.13,6.1,,,27.84275,-115.14239,64,18,7,2,4,0,24,0,12,16,2,0,2,0,0,0,0,8,9,3,3,5,30,30,30,30
INLADU-240707-AG-1-5-PCU,Alonso Grosso,7/24/07,2007,10:33,10:40,0:07,2,1,5,5,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,38.61,11.7,39.93,12.1,39.93,12.1,,,27.84436,-115.1435,64,18,6,0,1,0,14,0,2,13,0,0,1,0,0,0,0,5,8,1,0,0,15,15,15,30
INLADU-240707-AG-2-6-PCU,Alonso Grosso,7/24/07,2007,12:16,12:27,0:11,2,2,6,6,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,35.31,10.7,24.75,7.5,35.31,10.7,,,27.84222,-115.14236,59,15,6,0,4,0,26,0,6,23,1,0,1,1,0,0,0,7,8,12,0,1,30,30,30,30
INLADU-240707-MR-1-7-PCU,Mario Rojo,7/24/07,2007,10:43,10:51,0:08,2,1,7,7,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,34.98,10.6,36.3,11,36.3,11,,,27.84436,-115.1435,64,18,6,0,0,1,14,0,0,15,0,0,0,2,0,0,0,6,6,1,0,0,15,15,15,30
INLADU-240707-MR-2-8-PCU,Mario Rojo,7/24/07,2007,12:19,12:26,0:07,2,2,8,8,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,35.31,10.7,26.07,7.9,35.31,10.7,,,27.84222,-115.14236,64,18,6,1,0,3,11,0,0,13,2,0,1,2,0,0,2,7,1,1,0,1,15,15,15,30
INLADU-260707-AM-1-9-PCU,Abraham Mayoral,7/26/07,2007,10:18,10:23,0:05,2,1,9,9,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,42.57,12.9,40.92,12.4,42.57,12.9,,,27.84239,-115.14381,57,14,3,0,0,0,15,0,6,9,0,0,0,0,0,0,1,4,7,3,0,0,15,15,15,210
INLADU-260707-AM-2-10-PCU,Abraham Mayoral,7/26/07,2007,11:51,12:00,0:09,2,2,10,10,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,18.81,5.7,21.45,6.5,21.45,6.5,,,27.84322,-115.14211,63,17,6,1,5,0,24,0,15,12,1,2,1,0,0,0,0,6,11,0,2,10,30,30,30,210
INLADU-260707-AR-1-11-PCU,Alonso Ramirez,7/26/07,2007,10:16,10:22,0:06,2,1,11,11,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,43.56,13.2,42.9,13,43.56,13.2,,,27.84239,-115.14381,57,14,3,0,0,3,12,0,2,13,0,0,0,0,0,0,1,3,10,1,0,0,15,15,15,30
INLADU-260707-AR-2-12-PCU,Alonso Ramirez,7/26/07,2007,11:45,11:53,0:08,2,2,12,12,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,17.49,5.3,15.84,4.8,15.84,4.8,,,27.84322,-115.14211,66,19,4,1,1,1,27,0,5,23,1,1,1,0,0,0,2,7,3,0,2,15,30,30,30,30
INLADU-260707-AG-1-13-PCU,Alonso Grosso,7/26/07,2007,10:29,10:34,0:05,2,1,13,13,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,44.55,13.5,42.57,12.9,44.55,13.5,,,27.84239,-115.14358,57,14,4,0,0,0,15,0,0,15,0,0,0,3,0,0,0,2,3,7,0,0,15,15,15,30
INLADU-260707-AG-2-14-PCU,Alonso Grosso,7/26/07,2007,12:06,12:14,0:08,2,2,14,14,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,20.79,6.3,22.77,6.9,22.77,6.9,,,27.84183,-115.14225,63,17,4,0,0,0,30,0,4,24,2,0,0,2,0,0,0,18,3,4,3,0,30,30,30,210
INLADU-260707-MR-1-15-PCU,Mario Rojo,7/26/07,2007,10:33,10:38,0:05,2,1,15,15,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,47.85,14.5,43.56,13.2,47.85,14.5,,,27.84239,-115.14358,57,14,4,0,0,4,11,0,0,15,0,0,0,3,1,0,0,4,6,1,0,0,15,15,15,30
INLADU-260707-MR-2-16-PCU,Mario Rojo,7/26/07,2007,12:09,12:15,0:06,2,2,16,16,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,21.78,6.6,22.44,6.8,22.44,6.8,,,27.84183,-115.14225,63,17,6,4,1,0,10,0,0,10,5,0,1,2,0,0,4,5,0,0,0,3,15,15,15,210
INLAGU-270707-AM-1-1-PCU,Abraham Mayoral,7/27/07,2007,10:19,10:22,0:03,2,1,1,1,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,41.58,12.6,43.56,13.2,43.56,13.2,,,27.84478,-115.16844,59,15,4,2,5,2,6,0,9,6,0,0,2,0,0,0,2,2,7,2,0,0,15,15,15,210
INLAGU-270707-AM-2-2-PCU,Abraham Mayoral,7/27/07,2007,11:54,12:02,0:08,2,2,2,2,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,31.68,9.6,37.62,11.4,37.62,11.4,,,27.87714,-115.16928,61,16,5,6,11,5,8,0,17,11,2,0,5,0,1,0,0,8,14,2,0,0,30,30,30,210
INLAGU-270707-AR-1-3-PCU,Alonso Ramirez,7/27/07,2007,10:16,10:22,0:06,2,1,3,3,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,43.23,13.1,43.56,13.2,43.56,13.2,,,27.84478,-115.16844,59,15,4,0,8,3,4,0,7,8,0,0,0,0,0,0,0,1,13,1,0,0,15,15,15,30
INLAGU-270707-AR-2-4-PCU,Alonso Ramirez,7/27/07,2007,11:49,11:56,0:07,2,2,4,4,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,33,10,28.05,8.5,33,10,,,27.87714,-115.16928,61,16,5,2,20,3,5,0,23,6,1,0,2,0,0,2,2,7,17,0,0,0,30,30,30,30
INLAGU-270707-AG-1-5-PCU,Alonso Grosso,7/27/07,2007,10:36,10:43,0:07,2,1,5,5,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,42.9,13,46.2,14,46.2,14,,,27.8785,-115.16889,59,15,4,0,8,2,5,0,7,7,1,0,0,0,0,0,0,2,8,5,0,0,15,15,15,60
INLAGU-270707-AG-2-6-PCU,Alonso Grosso,7/27/07,2007,11:59,12:07,0:08,2,2,6,6,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,32.34,9.8,36.3,11,36.3,11,,,27.8775,-115.16989,59,15,5,0,3,2,25,0,3,27,0,0,1,1,3,0,0,6,10,9,0,0,30,30,30,30
INLAGU-270707-MR-1-7-PCU,Mario Rojo,7/27/07,2007,10:39,10:44,0:05,2,1,7,7,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,43.23,13.1,46.53,14.1,46.53,14.1,,,27.8785,-115.16889,59,15,4,0,2,7,6,0,0,15,0,0,0,4,1,0,0,3,6,1,0,0,15,15,15,30
INLAGU-270707-MR-2-8-PCU,Mario Rojo,7/27/07,2007,12:03,12:12,0:09,2,2,8,8,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,37.95,11.5,36.3,11,37.95,11.5,,,27.8775,-115.16989,59,15,6,3,4,16,7,0,4,26,0,0,3,5,4,0,0,6,11,1,0,0,30,30,30,30
INLAGU-310707-AM-2-9-PCU,Abraham Mayoral,7/31/07,2007,12:35,12:42,0:07,2,2,9,9,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,32.67,9.9,33,10,33,10,,,27.87583,-115.16861,66,19,7,5,15,3,7,0,16,14,0,0,5,0,0,0,1,5,16,3,0,0,30,30,30,210
INLAGU-310707-AR-2-10-PCU,Alonso Ramirez,7/31/07,2007,12:30,12:36,0:06,2,2,10,10,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,33.66,10.2,34.32,10.4,34.32,10.4,,,27.87583,-115.16861,66,19,7,4,18,4,4,0,15,15,0,0,4,0,0,0,0,5,19,2,0,0,30,30,30,
INLAGU-310707-AG-2-11-PCU,Alonso Grosso,7/31/07,2007,12:38,12:47,0:09,2,2,11,11,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,32.67,9.9,35.31,10.7,35.31,10.7,,,27.8755,-115.16811,66,19,6,3,16,4,7,0,17,13,0,0,3,1,1,0,0,5,16,4,0,0,30,30,30,30
INLAGU-310707-MR-2-12-PCU,Mario Rojo,7/31/07,2007,12:43,12:49,0:06,2,2,12,12,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,33,10,35.97,10.9,35.97,10.9,,,27.8755,-115.16811,64,18,5,4,7,19,0,0,5,25,0,0,4,4,4,0,0,8,10,0,0,0,30,30,30,30
INLAGU-020807-AM-2-13-PCU,Abraham Mayoral,8/2/07,2007,10:59,11:03,0:04,2,2,13,13,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,38.28,11.6,42.9,13,42.9,13,,,27.87592,-115.16714,64,18,7,1,8,0,6,0,3,12,0,0,1,0,0,0,0,4,8,2,0,0,15,15,15,210
INLAGU-020807-AG-2-14-PCU,Alonso Grosso,8/2/07,2007,11:16,11:21,0:05,2,2,14,14,La Guanera,"La Guanera, Isla Natividad, Baja California Sur",2,38.28,11.6,41.58,12.6,41.58,12.6,,,27.87592,-115.16714,63,17,7,0,13,2,0,0,13,2,0,0,1,0,0,0,0,0,12,2,0,0,15,15,15,30
INLAGU-020807-MR-2-15-PCU,Mario Rojo,8/2/07,2007,11:13,11:18,0:05,2,2,15,15,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,35.64,10.8,39.6,12,39.6,12,,,27.87611,-115.16789,63,17,8,1,2,7,5,0,1,14,0,0,1,2,2,0,0,3,5,2,0,0,15,15,15,30
INLAPL-200707-AM-1-1-PCU,Abraham Mayoral,7/20/07,2007,10:39,10:44,0:05,2,1,1,1,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,47.85,14.5,47.52,14.4,47.85,14.5,,,27.84672,-115.16088,57,14,10,0,10,1,4,0,9,6,0,0,0,0,0,0,0,3,9,3,0,0,15,15,15,30
INLAPL-200707-AM-2-2-PCU,Abraham Mayoral,7/20/07,2007,12:57,13:08,0:11,2,2,2,2,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,21.78,6.6,21.12,6.4,21.78,6.6,,,27.84967,-115.16133,57,14,10,0,13,1,16,0,12,18,0,0,0,0,0,2,3,14,8,3,0,0,30,30,30,240
INLAPL-210707-AM-1-3-PCU,Abraham Mayoral,7/21/07,2007,10:06,10:11,0:05,2,1,3,3,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,51.48,15.6,51.48,15.6,51.48,15.6,,,27.84625,-115.16886,59,15,5,1,8,1,5,0,10,5,0,0,1,0,0,0,4,3,6,1,0,0,15,15,15,270
INLAPL-210707-AM-2-4-PCU,Abraham Mayoral,7/21/07,2007,11:30,11:39,0:09,2,2,4,4,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,21.12,6.4,25.41,7.7,25.41,7.7,,,27.84806,-115.1725,59,15,5,0,12,0,18,0,10,20,0,0,0,0,1,0,5,11,11,2,0,0,30,30,30,210
INLAPL-200707-AR-1-5-PCU,Alonso Ramirez,7/20/07,2007,10:38,10:43,0:05,2,1,5,5,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,46.53,14.1,48.18,14.6,48.18,14.6,,,27.84672,-115.16088,57,14,10,1,7,2,5,0,11,4,0,0,1,0,0,0,1,7,6,0,0,0,15,15,15,210
INLAPL-200707-AR-2-6-PCU,Alonso Ramirez,7/20/07,2007,12:54,13:02,0:08,2,2,6,6,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,15.18,4.6,19.47,5.9,19.47,5.9,,,27.84967,-115.16133,57,14,10,0,2,1,27,0,1,22,5,2,0,0,0,3,0,20,7,0,0,0,30,30,30,30
INLAPL-210707-AR-1-7-PCU,Alonso Ramirez,7/21/07,2007,10:00,10:06,0:06,2,1,7,7,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,52.8,16,52.47,15.9,52.8,16,,,27.84625,-115.16886,59,15,5,0,7,3,5,0,7,7,1,0,1,1,0,0,6,2,4,1,0,0,15,15,15,90
INLAPL-210707-AR-2-8-PCU,Alonso Ramirez,7/21/07,2007,11:28,11:38,0:10,2,2,8,8,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,18.15,5.5,25.74,7.8,25.74,7.8,,,27.84806,-115.1725,59,15,5,0,2,3,25,0,3,21,5,1,0,0,0,0,1,15,14,0,0,0,30,30,30,30
INLAPL-200707-AG-1-9-PCU,Alonso Grosso,7/20/07,2007,10:51,11:01,0:10,2,1,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,46.53,14.1,44.55,13.5,46.53,14.1,,,27.84548,-115.16125,57,14,10,0,2,1,12,0,2,13,0,0,2,2,0,0,0,4,5,2,0,0,15,15,15,210
INLAPL-200707-AG-2-10-PCU,Alonso Grosso,7/20/07,2007,13:03,13:17,0:14,2,2,10,10,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,11.88,3.6,22.77,6.9,22.77,6.9,,,27.85019,-115.16208,57,14,10,2,3,7,18,0,4,26,0,0,3,0,2,1,0,14,6,4,0,0,30,30,30,210
INLAPL-210707-AG-1-11-PCU,Alonso Grosso,7/21/07,2007,10:06,10:12,0:06,2,1,11,11,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,54.45,16.5,55.77,16.9,55.77,16.9,,,27.84589,-115.17039,59,15,5,0,7,0,8,0,6,9,0,0,6,1,0,0,0,1,5,2,0,0,15,15,15,60
INLAPL-210707-AG-2-12-PCU,Alonso Grosso,7/21/07,2007,11:41,11:48,0:07,2,2,12,12,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,36.99,11.21,39.27,11.9,39.27,11.9,,,27.84761,-115.172,59,15,5,0,2,0,13,0,1,12,2,0,1,0,0,0,0,2,4,8,0,0,15,15,15,60
INLAPL-200707-MR-1-13-PCU,Mario Rojo,7/20/07,2007,11:00,11:07,0:07,2,1,13,13,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,44.55,13.5,42.9,13,44.55,13.5,,,27.84548,-115.16125,57,14,5,3,3,1,8,0,4,10,1,0,4,2,0,1,0,4,2,2,0,0,15,15,15,210
INLAPL-200707-MR-2-14-PCU,Mario Rojo,7/20/07,2007,13:09,13:14,0:05,2,2,14,14,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,16.5,5,21.78,6.6,21.78,6.6,,,27.85019,-115.16208,57,14,5,8,0,5,17,0,7,20,3,0,5,2,1,5,0,12,2,3,0,0,30,30,30,0
INLAPL-210707-MR-1-15-PCU,Mario Rojo,7/21/07,2007,10:10,10:17,0:07,2,1,15,15,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,55.11,16.7,55.44,16.8,55.44,16.8,,,27.84589,-115.17039,57,14,4,8,7,10,5,0,10,20,0,0,9,1,0,0,2,9,7,2,0,0,30,30,30,60
INLAPL-210707-MR-2-16-PCU,Mario Rojo,7/21/07,2007,11:45,11:53,0:08,2,2,16,16,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,37.95,11.5,35.31,10.7,37.95,11.5,,,27.84761,-115.172,57,14,4,0,4,6,20,0,0,28,2,0,2,4,2,0,0,12,6,4,0,0,30,30,30,60
INLAPL-020807-AM-1-17-PCU,Abraham Mayoral,8/2/07,2007,10:00,10:03,0:03,2,1,17,17,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,30.36,9.2,33.33,10.1,33.33,10.1,,,27.84792,-115.16233,61,16,4,6,5,0,4,0,13,2,0,0,6,0,0,0,1,1,4,2,0,1,15,15,15,30
INLAPL-020807-AG-1-18-PCU,Alonso Grosso,8/2/07,2007,9:57,10:01,0:04,2,1,18,18,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,30.36,9.2,33,10,33,10,,,27.84792,-115.16233,61,16,4,1,13,1,0,0,13,2,0,0,1,0,0,0,0,8,3,2,0,1,15,15,15,210
INLAPL-020807-MR-1-19-PCU,Mario Rojo,8/2/07,2007,10:02,10:11,0:09,2,1,19,19,La Plana/Las Cuevas,"La Plana, Isla Natividad Baja California Sur",1,28.05,8.5,23.1,7,28.05,8.5,,,27.848,-115.16186,63,17,7,1,1,10,18,0,0,23,7,0,1,5,1,0,0,12,5,3,0,3,30,30,30,210
INPUPR-190707-AM-1-1-PCU,Abraham Mayoral,7/19/07,2007,10:42,10:50,0:08,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,59.73,18.1,60.06,18.2,60.06,18.2,,,27.8915,-115.18631,55,13,8,0,0,9,9,0,2,9,7,0,0,3,1,0,4,2,3,1,4,0,18,18,18,300
INPUPR-190707-AM-2-2-PCU,Abraham Mayoral,7/19/07,2007,13:07,13:14,0:07,2,2,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,38.61,11.7,34.98,10.6,38.61,11.7,,,27.88811,-115.19136,55,13,8,0,6,3,6,0,7,8,0,0,0,0,0,0,3,5,2,4,1,0,15,15,15,300
INPUPR-190707-AR-1-3-PCU,Alonso Ramirez,7/19/07,2007,10:41,10:50,0:09,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,57.75,17.5,57.09,17.3,57.75,17.5,,,27.8915,-115.18631,55,13,8,2,11,0,17,0,17,13,0,0,2,1,1,1,6,3,16,0,0,0,30,30,30,120
INPUPR-190707-AR-2-4-PCU,Alonso Ramirez,7/19/07,2007,12:56,13:03,0:07,2,2,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,40.59,12.3,38.94,11.8,40.59,12.3,,,27.88811,-115.19136,55,13,8,0,8,1,6,0,11,4,0,0,0,0,0,0,2,4,8,1,0,0,15,15,15,120
INPUPR-190707-AG-1-5-PCU,Alonso Grosso,7/19/07,2007,10:51,10:55,0:04,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,62.37,18.9,63.03,19.1,63.03,19.1,,,27.89197,-115.18764,55,13,8,1,6,0,23,0,6,24,0,0,10,3,0,0,2,1,9,5,0,0,30,30,30,120
INPUPR-190707-AG-2-6-PCU,Alonso Grosso,7/19/07,2007,13:10,13:22,0:12,2,2,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,35.64,10.8,33.66,10.2,35.64,10.8,,,27.88847,-115.19219,55,13,8,0,0,0,30,0,24,6,0,0,3,2,2,4,2,9,4,4,0,0,30,30,30,120
INPUPR-190707-MR-2-8-PCU,Mario Rojo,7/19/07,2007,13:13,13:18,0:05,2,2,7,7,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33,10,31.02,9.4,33,10,,,27.88847,-115.19219,55,13,5,1,1,0,13,0,1,14,0,0,1,2,0,1,0,5,6,0,0,0,15,15,15,300
INPUPR-250707-AM-1-9-PCU,Abraham Mayoral,7/25/07,2007,12:21,12:38,0:17,2,1,9,9,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,19.14,5.8,20.13,6.1,20.13,6.1,,,27.88769,-115.19322,64,18,6,0,2,0,28,0,15,12,3,0,0,0,0,0,0,6,2,0,14,8,30,30,30,210
INPUPR-250707-AR-1-10-PCU,Alonso Ramirez,7/25/07,2007,12:20,12:28,0:08,2,1,10,10,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,20.79,6.3,18.81,5.7,20.79,6.3,,,27.88769,-115.19322,64,18,6,2,5,0,23,0,2,21,6,1,2,0,1,1,1,10,6,2,4,3,30,30,30,30
INPUPR-250707-AG-1-11-PCU,Alonso Grosso,7/25/07,2007,12:38,12:42,0:04,2,1,11,11,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,22.44,6.8,17.49,5.3,22.44,6.8,,,27.8875,-115.1925,61,16,5,0,0,0,30,0,8,13,9,0,0,3,0,0,0,8,0,4,5,10,30,30,30,30
INPUPR-250707-MR-1-12-PCU,Mario Rojo,7/25/07,2007,12:32,12:41,0:09,2,1,12,12,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,19.14,5.8,20.46,6.2,20.46,6.2,,,27.8875,-115.1925,59,15,6,1,2,4,23,0,1,22,7,0,4,5,1,1,12,1,1,0,0,5,30,30,30,30
INPUPR-310707-AM-1-13-PCU,Abraham Mayoral,7/31/07,2007,10:48,10:52,0:04,2,1,13,13,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,51.81,15.7,52.8,16,52.8,16,,,27.89167,-115.19064,63,17,6,1,6,0,8,0,5,10,0,0,1,0,0,0,0,1,7,6,0,0,15,15,15,300
INPUPR-310707-AR-1-14-PCU,Alonso Ramirez,7/31/07,2007,10:39,10:44,0:05,2,1,14,14,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,55.11,16.7,53.46,16.2,55.11,16.7,,,27.89167,-115.19064,63,17,6,1,1,0,13,0,1,14,0,0,1,0,0,0,2,4,8,0,0,0,15,15,15,
INPUPR-310707-AG-1-15-PCU,Alonso Grosso,7/31/07,2007,10:52,10:58,0:06,2,1,15,15,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,45.21,13.7,49.5,15,49.5,15,,,27.89191,-115.19125,63,17,6,0,4,0,11,0,0,15,0,0,0,0,0,0,0,1,7,7,0,0,15,15,15,30
INPUPR-310707-MR-1-16-PCU,Mario Rojo,7/31/07,2007,11:00,11:04,0:04,2,1,16,16,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,53.46,16.2,50.82,15.4,53.46,16.2,,,27.89191,-115.19125,63,17,8,0,2,0,13,0,0,15,0,0,3,2,0,0,0,1,8,1,0,0,15,15,15,60
INPUPR-020807-MR-3-18-PCU,Mario Rojo,8/2/07,2007,12:20,12:26,0:06,2,3,18,18,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,29.7,9,39.27,11.9,39.27,11.9,,,27.88875,-115.19277,64,18,8,1,2,1,26,0,2,23,5,0,2,4,4,1,10,3,4,0,0,2,30,30,30,30
INLABA-250708-AM-2-1-PCU,Abraham Mayoral,7/25/08,2008,11:46,11:52,0:06,2,2,1,1,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,41.58,12.6,39.6,12,41.58,12.6,,,27.89664,-115.20539,73.4,23,7,0,3,0,12,0,0,8,7,0,0,1,0,0,3,4,4,2,1,0,15,15,15,300
INLABA-010808-AM-1-7-PCU,Abraham Mayoral,8/1/08,2008,10:01,10:06,0:05,2,1,7,7,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.16,15.2,46.2,14,50.16,15.2,,,27.89659,-115.20441,57.2,14,n/d,0,1,5,9,0,0,6,9,0,0,2,0,0,0,4,3,2,4,0,15,15,15,300
INLABA-010808-AM-2-8-PCU,Abraham Mayoral,8/1/08,2008,11:43,11:48,0:05,2,2,8,8,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,20.46,6.2,25.08,7.6,25.08,7.6,,,27.89467,-115.20572,66.2,19,4,0,2,0,13,0,0,6,5,4,0,0,0,0,1,1,3,0,6,4,15,15,15,300
INLABA-250708-AZ-2-4-PCU,Alberto Zu–iga,7/25/08,2008,11:57,12:09,0:12,2,2,4,4,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.67,9.9,20.13,6.1,36.3,11,,,27.89558,-115.20619,64.4,18,7,1,0,3,11,0,1,11,2,1,1,0,0,0,7,0,5,0,0,2,15,15,15,120
INLABA-010808-AZ-1-13-PCU,Alberto Zu–iga,8/1/08,2008,9:59,10:04,0:05,2,1,13,13,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,50.82,15.4,48.84,14.8,50.82,15.4,,,27.89659,-115.20441,57.2,14,n/d,0,2,7,6,0,3,9,3,0,0,6,0,0,4,2,3,0,0,0,15,15,15,120
INLABA-250708-AR-2-2-PCU,Alonso Ramirez,7/25/08,2008,11:39,11:44,0:05,2,2,2,2,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,43.56,13.2,35.64,10.8,35.64,10.8,,,27.89664,-115.20539,64.4,18,7,1,2,6,6,0,3,12,0,0,1,0,0,0,0,8,4,0,2,0,15,15,15,120
INLABA-250708-AH-2-3-PCU,Arturo Hernandez,7/25/08,2008,11:55,12:00,0:05,2,2,3,3,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,36.3,11,36.3,11,36.3,11,,,27.89606,-115.20583,73.4,23,7,0,1,7,7,0,0,13,2,0,0,3,0,0,0,1,3,0,8,0,15,15,15,300
INLABA-010808-AH-1-9-PCU,Arturo Hernandez,8/1/08,2008,10:14,10:19,0:05,2,1,9,9,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,37.29,11.3,36.3,11,37.29,11.3,,,27.8955,-115.20536,66.2,19,8,0,0,5,10,0,0,13,2,0,0,3,0,0,0,0,6,0,6,0,15,15,15,120
INLABA-010808-AH-1-10-PCU,Arturo Hernandez,8/1/08,2008,10:39,10:45,0:06,2,1,10,10,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,32.01,9.7,32.67,9.9,32.67,9.9,,,27.89124,-115.20551,66.2,19,9,1,2,10,2,0,1,14,0,0,1,3,0,0,0,1,4,0,6,0,15,15,15,300
INLABA-010808-AH-1-11-PCU,Arturo Hernandez,8/1/08,2008,11:49,11:54,0:05,2,1,11,11,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,22.11,6.7,22.77,6.9,22.77,6.9,,,27.89462,-115.20503,66.2,19,8,0,1,4,10,0,0,14,1,0,0,1,0,0,0,1,3,0,9,1,15,15,15,300
INLABA-010808-AH-1-12-PCU,Arturo Hernandez,8/1/08,2008,12:18,12:23,0:05,2,1,12,12,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,23.1,7,23.1,7,23.1,7,,,27.89475,-115.20552,66.2,19,7,0,0,4,11,0,0,15,0,0,0,1,0,0,0,0,4,0,8,2,15,15,15,300
INLABA-250708-JC-2-5-PCU,Jhonatan Castro,7/25/08,2008,11:41,11:46,0:05,2,2,5,5,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.31,10.7,36.3,11,36.3,11,,,27.89558,-115.20619,64.4,18,7,3,3,1,8,0,1,14,0,0,2,4,0,0,0,3,3,0,2,1,15,15,15,300
INLABA-250708-MR-2-6-PCU,Mario Rojo,7/25/08,2008,11:56,12:01,0:05,2,2,6,6,La Barrita,"La Barrita de los Anegados, Isla Natividad, Baja California Sur",2,35.64,10.8,32.34,9.8,35.64,10.8,,,27.89606,-115.20583,64.4,18,6,0,0,0,15,0,0,13,2,0,0,3,0,0,2,8,0,0,2,0,15,15,15,120
