Código,observador,fecha,año,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (°F),temperatura (°C),visibilidad (m),especie,abundancia,Distancia,Direccion,Comentarios
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Langosta roja,2,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Langosta azul,5,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Pepino café,1,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Erizo punta de lapiz,9,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Erizo espinudo,3,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Erizo puntas rotas,136,11,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Estrella común,4,,,Somero
PUBLA-161011-OR-1-8-INV,Omar Rangel,10/16/11,2011,10:11,10:16,0:05,,,,8,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,Pulpo rojo,2,,,Somero
PUBLA-151011-CR-1-9-INV,Cipriano Romero,10/15/11,2011,9:24,9:28,0:04,,,,9,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,28.6597,112.17779,,,,Pepino café,3,,,Somero
PUBLA-151011-CR-1-9-INV,Cipriano Romero,10/15/11,2011,9:24,9:28,0:04,,,,9,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,28.6597,112.17779,,,,Erizo punta de lapiz,6,,,Somero
PUBLA-151011-CR-1-9-INV,Cipriano Romero,10/15/11,2011,9:24,9:28,0:04,,,,9,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,28.6597,112.17779,,,,Estrella común,4,,,Somero
PUBLA-151011-CR-1-10-INV,Cipriano Romero,10/15/11,2011,10:35,10:40,0:05,,,,10,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Langosta azul,9,,,Somero
PUBLA-151011-CR-1-10-INV,Cipriano Romero,10/15/11,2011,10:35,10:40,0:05,,,,10,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Pepino café,2,,,Somero
PUBLA-151011-CR-1-10-INV,Cipriano Romero,10/15/11,2011,10:35,10:40,0:05,,,,10,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Erizo punta de lapiz,6,,,Somero
PUBLA-151011-CR-1-10-INV,Cipriano Romero,10/15/11,2011,10:35,10:40,0:05,,,,10,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Erizo puntas rotas,22,,,Somero
PUBLA-151011-CR-1-10-INV,Cipriano Romero,10/15/11,2011,10:35,10:40,0:05,,,,10,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Estrella común,4,,,Somero
PUBLA-161011-AR-1-11-INV,Alfonso Romero,10/16/11,2011,9:04,9:09,0:05,,,,11,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6593,112.17776,,,,Abulon azul,1,,,Somero
PUBLA-161011-AR-1-11-INV,Alfonso Romero,10/16/11,2011,9:04,9:09,0:05,,,,11,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6593,112.17776,,,,Erizo punta de lapiz,2,,,Somero
PUBLA-161011-AR-1-11-INV,Alfonso Romero,10/16/11,2011,9:04,9:09,0:05,,,,11,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6593,112.17776,,,,Estrella común,2,,,Somero
PUBLA-161011-AR-1-12-INV,Alfonso Romero,10/16/11,2011,10:14,10:22,0:08,,,,12,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Langosta azul,3,,,Somero
PUBLA-161011-AR-1-12-INV,Alfonso Romero,10/16/11,2011,10:14,10:22,0:08,,,,12,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Caracol turbanico,4,,,Somero
PUBLA-161011-AR-1-12-INV,Alfonso Romero,10/16/11,2011,10:14,10:22,0:08,,,,12,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Erizo punta de lapiz,10,,,Somero
PUBLA-161011-AR-1-12-INV,Alfonso Romero,10/16/11,2011,10:14,10:22,0:08,,,,12,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Erizo puntas rotas,50,,,Somero
PUBLA-161011-AR-1-12-INV,Alfonso Romero,10/16/11,2011,10:14,10:22,0:08,,,,12,Punta Blanca Somero,"Punta Blanca somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,Estrella común,16,,,Somero
PUBLA-141011-AR-1-1-INV,Alfonso Romero,10/14/11,2011,8:56,8:59,0:03,,,,1,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66053,112.17905,,,,Erizo punta de lapiz,2,,,
PUBLA-141011-AR-1-1-INV,Alfonso Romero,10/14/11,2011,8:56,8:59,0:03,,,,1,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66053,112.17905,,,,Estrella común,1,,,
PUBLA-141011-AR-1-2-INV,Alfonso Romero,10/14/11,2011,10:20,10:21,0:01,,,,2,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.8055,,,,Caracol chino,2,,,
PUBLA-141011-AR-1-2-INV,Alfonso Romero,10/14/11,2011,10:20,10:21,0:01,,,,2,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.8055,,,,Erizo punta de lapiz,4,,,
PUBLA-141011-AR-1-2-INV,Alfonso Romero,10/14/11,2011,10:20,10:21,0:01,,,,2,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.8055,,,,Estrella común,2,,,
PUBLA-141011-CR-1-3-INV,Cipriano Romero,10/14/11,2011,9:17,9:25,0:08,,,,3,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.-----,112.17905,,,,Erizo punta de lapiz,5,,,
PUBLA-141011-CR-1-4-INV,Cipriano Romero,10/14/11,2011,10:38,10:42,0:04,,,,4,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Langosta roja,18,,,
PUBLA-141011-CR-1-4-INV,Cipriano Romero,10/14/11,2011,10:38,10:42,0:04,,,,4,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Caracol chino,1,,,
PUBLA-141011-CR-1-4-INV,Cipriano Romero,10/14/11,2011,10:38,10:42,0:04,,,,4,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Erizo punta de lapiz,4,,,
PUBLA-141011-GH-1-5-INV,Gustavo Hinojosa,10/14/11,2011,9:31,9:37,0:06,,,,5,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,Langosta roja,13,,,
PUBLA-141011-GH-1-5-INV,Gustavo Hinojosa,10/14/11,2011,9:31,9:37,0:06,,,,5,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,Langosta azul,3,,,
PUBLA-141011-GH-1-6-INV,Gustavo Hinojosa,10/14/11,2011,10:48,10:53,0:05,,,,6,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Langosta roja,58
PUBLA-141011-GH-1-6-INV,Gustavo Hinojosa,10/14/11,2011,10:48,10:53,0:05,,,,6,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Langosta azul,2
PUBLA-141011-GH-1-6-INV,Gustavo Hinojosa,10/14/11,2011,10:48,10:53,0:05,,,,6,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Caracol chino,6
PUBLA-141011-NV-1-7-INV,Norberto Velez,10/14/11,2011,9:22,9:32,0:10,,,,7,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1741,,,,Langosta roja,39
PUBLA-141011-NV-1-7-INV,Norberto Velez,10/14/11,2011,9:22,9:32,0:10,,,,7,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1741,,,,Erizo punta de lapiz,5
PUBLA-141011-NV-1-7-INV,Norberto Velez,10/14/11,2011,9:22,9:32,0:10,,,,7,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1741,,,,Estrella común,1
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Langosta roja,2
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Langosta azul,1
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Caracol chino,5
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Erizo punta de lapiz,11
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Muricea spp. (>10 cm),1
PUBLA-141011-NV-1-8-INV,Norberto Velez,10/14/11,2011,10:44,10:56,0:12,,,,8,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Pulpo rojo,2
PUBLA-141011-RR-1-9-INV,Roguer Romero,10/14/11,2011,9:25,9:32,0:07,,,,9,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,Langosta roja,4
PUBLA-141011-RR-1-9-INV,Roguer Romero,10/14/11,2011,9:25,9:32,0:07,,,,9,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,Erizo puntas rotas,4
PUBLA-141011-RR-1-9-INV,Roguer Romero,10/14/11,2011,9:25,9:32,0:07,,,,9,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,Estrella común,1
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Abulon azul,2
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Langosta roja,50
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Pepino café,3
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Erizo punta de lapiz,16
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Estrella común,1
PUBLA-141011-RR-1-10-INV,Roguer Romero,10/14/11,2011,10:35,10:44,0:09,,,,10,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,Pulpo rojo,3
PUBLA-141011-RR-1-11-INV,Raul Romero,10/14/11,2011,9:07,9:12,0:05,,,,11,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66055,112.17905,,,,,0
PUBLA-141011-OR-1-12-INV,Omar Rangel,10/14/11,2011,9:38,9:43,0:05,,,,12,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.18053,,,,,Erizo punta de lapiz,1
PUBLA-141011-OR-1-12-INV,Omar Rangel,10/14/11,2011,9:38,9:43,0:05,,,,12,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.18053,,,,,Estrella común,1
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Abulon azul,2
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Langosta roja,50
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Langosta azul,5
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Caracol chino,5
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Erizo punta de lapiz,6
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Estrella común,3
PUBLA-141011-OR-1-13-INV,Omar Rangel,10/14/11,2011,10:57,11:04,0:07,,,,13,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,Pulpo rojo,4
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Abulon azul,2
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Langosta roja,54,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Langosta azul,130,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Pepino café,3,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Caracol chino,1,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Erizo punta de lapiz,15,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Muricea spp. (>10 cm),3,
PUBLA-171011-GH-1-1-INV,Gustavo Hinojosa,10/17/11,2011,9:38,9:46,0:08,,,,1,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65401,112.18106,,,,Pulpo rojo,1,
PUBLA-171011-GH-1-2-INV,Gustavo Hinojosa,10/17/11,2011,10:56,11:02,0:06,,,,2,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Langosta azul,1,
PUBLA-171011-GH-1-2-INV,Gustavo Hinojosa,10/17/11,2011,10:56,11:02,0:06,,,,2,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Caracol chino,4,
PUBLA-171011-GH-1-2-INV,Gustavo Hinojosa,10/17/11,2011,10:56,11:02,0:06,,,,2,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Erizo punta de lapiz,2,
PUBLA-171011-GH-1-2-INV,Gustavo Hinojosa,10/17/11,2011,10:56,11:02,0:06,,,,2,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Erizo puntas rotas,480,4
PUBLA-171011-GH-1-2-INV,Gustavo Hinojosa,10/17/11,2011,10:56,11:02,0:06,,,,2,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Estrella común,14,
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Langosta roja,3,
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Caracol chino,1,
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Erizo punta de lapiz,7,
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Erizo puntas rotas,500,3
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Estrella común,10,
PUBLA-171011-RR-1-3-INV,Roguer Romero,10/17/11,2011,10:45,10:53,0:08,,,,3,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,Pulpo rojo,1,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Langosta roja,375,4
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Langosta azul,2,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Pepino café,3,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Caracol chino,3,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Erizo punta de lapiz,1,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Estrella común,2,
PUBLA-171011-NV-1-4-INV,Norberto Velez,10/17/11,2011,9:25,9:34,0:09,,,,4,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.1806,,,,Pulpo rojo,2,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Langosta roja,1,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Langosta azul,5,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Erizo espinudo,2,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Erizo puntas rotas,54,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Estrella común,7,
PUBLA-171011-NV-1-5-INV,Norberto Velez,10/17/11,2011,10:42,10:50,0:08,,,,5,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6583,112.17747,,,,Pulpo rojo,1,
PUBLA-171011-OR-1-6-INV,Omar Rangel,10/17/11,2011,9:14,9:19,0:05,,,,6,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Caracol chino,5,
PUBLA-171011-OR-1-6-INV,Omar Rangel,10/17/11,2011,9:14,9:19,0:05,,,,6,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Erizo punta de lapiz,12,
PUBLA-171011-OR-1-6-INV,Omar Rangel,10/17/11,2011,9:14,9:19,0:05,,,,6,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,Pulpo rojo,6,
PUBLA-171011-OR-1-7-INV,Omar Rangel,10/17/11,2011,10:30,10:36,0:06,,,,7,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17043,,,,Abulon azul,1,
PUBLA-171011-OR-1-7-INV,Omar Rangel,10/17/11,2011,10:30,10:36,0:06,,,,7,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17043,,,,Erizo punta de lapiz,21,
PUBLA-171011-OR-1-7-INV,Omar Rangel,10/17/11,2011,10:30,10:36,0:06,,,,7,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17043,,,,Erizo puntas rotas,375,4
PUBLA-171011-OR-1-7-INV,Omar Rangel,10/17/11,2011,10:30,10:36,0:06,,,,7,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17043,,,,Estrella común,5,
PUBLA-171011-RR-1-8-INV,Raul Romero,10/17/11,2011,9:12,9:16,0:04,,,,8,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18054,,,,Erizo punta de lapiz,7,
PUBLA-171011-RR-1-8-INV,Raul Romero,10/17/11,2011,9:12,9:16,0:04,,,,8,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18054,,,,Pulpo rojo,3,
PUBLA-171011-RR-1-9-INV,Raul Romero,10/17/11,2011,10:27,10:32,0:05,,,,9,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17543,,,,Langosta azul,7,
PUBLA-171011-RR-1-9-INV,Raul Romero,10/17/11,2011,10:27,10:32,0:05,,,,9,Punta Blanca ,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17543,,,,Erizo puntas rotas,34,
