codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,IS,IM,G,RO,Total sustrato,Total relieve,Total Cobertura,direcci—n,Pasto
INPUPI-310714-PE-2-15-PCU,Philip Ericsson,7/31/14,2014,12:51,13:01,0:10,2,2,15,15,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.66,10.2,33.66,10.2,33.66,10.2,33.66,10.2,27.89311,-115.18843,69.8,21,9.4,1,3,2,24,0,0,30,0,0,4,0,2,0,0,9,3,8,0,4,0,30,30,30,270,
INPUPI-310714-ML-2-16-PCU,Mitzi Leal,7/31/14,2014,13:11,13:18,0:07,2,2,16,16,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.29,11.3,34.65,10.5,37.29,11.3,35.97,10.9,27.88814,-115.19159,69.8,21,9,6,8,5,11,0,3,0,27,0,6,0,0,0,0,4,19,0,1,0,0,30,30,30,210,
INPUPI-020814-UY-3-17-PCU,Ulises Yepiz,8/2/14,2014,10:19,10:28,0:09,2,3,17,17,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.43,17.1,45.21,13.7,56.43,17.1,50.82,15.4,27.89177,-115.18699,71.6,22,11,0,1,15,14,0,0,30,0,0,0,5,1,0,5,0,12,2,3,1,1,30,30,30,90,
INPUPI-020814-EA-3-18-PCU,Esmeralda Alba–ez,8/2/14,2014,11:04,11:12,0:08,2,3,18,18,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,24.42,7.4,29.37,8.9,29.37,8.9,26.90,8.15,27.88739,-115.19217,71.6,22,10,2,3,11,14,0,0,28,2,0,2,2,0,0,0,10,5,0,0,11,0,30,30,30,90,
INPUPI-020814-AH-3-19-PCU,Arturo Hernandez,8/2/14,2014,10:43,10:48,0:05,2,3,19,19,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,56.76,17.2,54.45,16.5,56.76,17.2,55.61,16.85,27.89127,-115.18699,68,20,10,0,4,3,23,0,5,21,4,0,0,0,5,0,2,3,12,2,0,6,0,30,30,30,270,
INPUPI-020814-EC-3-20-PCU,Elsa Cuellar,8/2/14,2014,11:24,11:33,0:09,2,3,20,20,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,25.74,7.8,29.70,9,29.7,9,27.72,8.4,27.88739,-115.19217,68,20,9,0,9,1,20,0,0,8,13,9,0,3,0,0,16,4,0,0,1,0,6,30,30,30,270,
INLAPL-010814-AP-1-1-PCU,Antoio Pantoja,8/1/14,2014,10:21,10:28,0:07,2,1,1,1,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,53.46,16.2,49.17,14.9,53.46,16.2,51.32,15.55,27.84534,-115.16638,66.2,19,8,0,15,8,7,0,22,8,0,0,0,0,0,0,3,7,14,1,3,0,2,30,30,30,180,
INLAPL-010814-EA-1-2-PCU,Esmeralda Alba–ez,8/1/14,2014,10:36,10:45,0:09,2,1,2,2,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,56.43,17.1,57.42,17.4,57.42,17.4,56.93,17.25,27.84534,-115.16638,69.8,21,8,4,7,12,7,0,3,22,5,0,4,0,4,0,0,6,13,2,1,0,0,30,30,30,90,
INLAPL-010814-AH-1-3-PCU,Arturo Hernandez,8/1/14,2014,10:37,10:43,0:06,2,1,3,3,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,59.40,18,57.09,17.3,59.4,18,58.25,17.65,27.84382,-115.16972,66.2,19,8,0,2,7,21,0,12,18,0,0,0,0,1,0,1,5,17,6,0,0,0,30,30,30,240,
INLAPL-010814-SG-1-4-PCU,Sulema Garcia,8/1/14,2014,10:45,10:54,0:09,2,1,4,4,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,55.11,16.7,56.43,17.1,56.43,17.1,55.77,16.9,27.84410,-115.17196,66.2,19,7,0,4,10,16,0,7,14,0,9,2,1,0,0,0,5,21,1,0,0,0,30,30,30,240,
INLAPL-010814-EL-1-5-PCU,Elba Lopez,8/1/14,2014,11:34,11:41,0:07,2,1,5,5,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,58.41,17.7,58.08,17.6,58.41,17.7,58.25,17.65,27.18438,-115.16972,66.2,19,8,2,9,10,9,0,8,22,0,0,3,0,0,0,1,7,17,0,1,0,1,30,30,30,60,
INLAPL-010814-EC-1-6-PCU,Elsa Cuellar,8/1/14,2014,11:00,11:06,0:06,2,1,6,6,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,56.10,17,56.10,17,56.1,17,56.10,17,27.84471,-115.16638,66.2,19,9.1,0,17,9,4,0,0,29,1,0,1,1,0,0,0,5,21,0,2,0,0,30,30,30,120,
INLAPL-010814-PE-1-7-PCU,Philip Ericsson,8/1/14,2014,11:17,11:21,0:04,2,1,7,7,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,54.12,16.4,55.77,16.9,55.77,16.9,54.95,16.65,27.84467,-115.16637,66.2,19,9.1,3,13,5,9,0,14,16,0,0,7,0,0,0,5,5,13,0,0,0,0,30,30,30,300,
INLAPL-010814-ML-1-8-PCU,Mitzi Leal,8/1/14,2014,11:29,11:35,0:06,2,1,8,8,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,56.76,17.2,52.14,15.8,56.76,17.2,54.45,16.5,27.84410,-115.17196,68,20,7,0,17,1,12,0,0,27,3,0,2,0,1,0,3,6,14,2,2,0,0,30,30,30,140,
INLAPL-010814-AP-2-9-PCU,Antoio Pantoja,8/1/14,2014,12:26,12:33,0:07,2,2,9,9,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,18.48,5.6,11.88,3.6,18.48,5.6,15.18,4.6,27.84875,-115.16470,66.2,19,8,0,1,1,28,0,1,27,2,0,1,4,3,0,1,10,3,0,0,2,0,30,30,30,180,6
INLAPL-010814-EA-2-10-PCU,Esmeralda Alba–ez,8/1/14,2014,12:06,12:16,0:10,2,2,10,10,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,18.48,5.6,11.88,3.6,18.48,5.6,15.18,4.6,27.84875,-115.16470,69.8,21,8,0,1,7,22,0,1,23,6,0,0,0,16,0,2,0,3,0,2,4,0,30,30,30,30,3
INLAPL-010814-AH-2-11-PCU,Arturo Hernandez,8/1/14,2014,12:14,12:19,0:05,2,2,11,11,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,17.16,5.2,11.88,3.6,17.16,5.2,14.52,4.4,27.85046,-115.17031,66.2,19,4,0,4,7,19,0,3,27,0,0,0,2,0,0,0,6,18,2,1,1,0,30,30,30,90,
INLAPL-010814-SG-2-12-PCU,Sulema Garcia,8/1/14,2014,12:26,12:29,0:03,2,2,12,12,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,21.12,6.4,21.12,6.4,21.12,6.4,21.12,6.4,27.84410,-115.17196,66.2,19,7,0,4,10,16,0,7,14,0,9,2,1,0,0,0,5,21,1,0,0,0,30,30,30,90,
INLAPL-010814-EL-2-13-PCU,Elba Lopez,8/1/14,2014,12:36,12:43,0:07,2,2,13,13,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,14.52,4.4,14.19,4.3,14.52,4.4,14.36,4.35,27.85046,-115.17031,66.2,19,4,2,6,13,9,0,0,28,2,0,3,0,0,0,1,12,12,0,2,0,0,30,30,30,240,
INLAPL-010814-EC-2-14-PCU,Elsa Cuellar,8/1/14,2014,12:38,12:45,0:07,2,2,14,14,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,32.34,9.8,33.00,10,33,10,32.67,9.9,27.84758,-115.16484,66.2,19,8.7,0,3,0,27,0,0,24,6,0,3,0,1,0,0,6,13,4,3,0,0,30,30,30,240,
INLAPL-010814-PE-2-15-PCU,Philip Ericsson,8/1/14,2014,12:23,12:29,0:06,2,2,15,15,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,31.02,9.4,33.00,10,33,10,32.01,9.7,27.84758,-115.16486,66.2,19,8.7,0,3,3,24,0,0,30,0,0,0,1,1,0,0,11,6,11,0,0,0,30,30,30,270,
INLAPL-010814-ML-2-16-PCU,Mitzi Leal,8/1/14,2014,13:10,13:18,0:08,2,2,16,6,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,19.14,5.8,18.48,5.6,19.14,5.8,18.81,5.7,27.85019,-115.16595,68,20,7,5,0,8,17,0,0,30,0,0,3,0,2,0,0,15,1,0,2,6,0,30,30,30,300,1
INLAPL-020814-SG-3-17-PCU,Sulema Garcia,8/2/14,2014,10:34,10:50,0:16,2,3,17,17,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,34.98,10.6,28.38,8.6,34.98,10.6,31.68,9.6,27.84777,-115.16087,68,20,7,12,4,3,11,0,16,14,0,0,8,0,8,0,0,2,4,0,0,0,0,30,30,30,300,8
INLAPL-020814-EL-3-18-PCU,Elba Lopez,8/2/14,2014,10:37,10:45,0:08,2,3,18,18,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,48.84,14.8,45.87,13.9,48.84,14.8,47.36,14.35,27.84788,-115.16032,68,20,5,6,14,8,2,0,12,18,0,0,7,0,0,0,0,5,16,2,0,0,0,30,30,30,120,
INLAPL-020814-ML-3-19-PCU,Mitzi Leal,8/2/14,2014,11:23,11:30,0:07,2,3,19,19,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,34.65,10.5,31.35,9.5,34.65,10.5,33.00,10,27.84777,-115.16087,68,20,7,6,3,8,13,0,0,18,12,0,4,1,0,0,0,15,4,0,1,0,0,30,30,30,300,5
INLAPL-020814-PE-3-20-PCU,Philip Ericsson,8/2/14,2014,11:17,11:25,0:08,2,3,20,20,La Plana,"La Plana/Las Cuevas, Isla Natividad, Baja California Sur",1,50.82,15.4,48.51,14.7,50.82,15.4,49.67,15.05,27.84788,-115.16032,68,20,5,3,16,6,5,0,6,24,0,0,4,0,0,0,0,6,17,0,0,0,3,30,30,30,120,
