codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),Direccion,especie,talla,presence,Sexo,Comentarios
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Chromis atrilobata,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,3,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Halichoeres dispilus,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,15,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Mulloidichthys dentatus,20,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Nicholsina denticulata,35,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Nicholsina denticulata,35,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Nicholsina denticulata,35,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Nicholsina denticulata,35,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Plagiotremus azaleus,10,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Serranus psittacinus,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
PUBLAGA-101114-AH-4-4-CP,Arturo Hern‡ndez,11/10/14,2014,2:20,2:35,0:15,2,1,4,4,Garropas,"Garropas, Isla Magdalena, Baja California Sur",1,45.0,13.6,43.0,13.0,45.0,13.6,44.0,13.3,24.66245,-112.18239,77.0,25.0,13.0,n/a,Thalassoma lucasanum,5,1,n/a
