codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,zona,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,talla,sexo/categoria,direcci—n,comentarios,nt,biomasa
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,5,,,,2.7,1.2781
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Chromis atrilobata,3,,,,2.7,0.2232
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Epinephelus labriformis,20,,,,4,203.3673
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres chierchae,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,5,,,,3.5,1.7552
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Halichoeres dispilus,10,,,,3.5,14.7120
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,25,,,,2.6,555.9277
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,30,,,,2.6,975.5095
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,30,,,,2.6,975.5095
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Holacanthus passer,30,,,,2.6,975.5095
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Johnrandalia nigrirostris,10,,,,2.9,25.6354
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Ophioblennius steindachneri,5,,,,2.7,1.4907
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Ophioblennius steindachneri,10,,,,2.7,7.7543
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Ophioblennius steindachneri,10,,,,2.7,7.7543
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Paranthias colonus,20,,,,3.8,78.8869
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Paranthias colonus,15,,,,3.8,34.6150
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pomacanthus zonipectus,10,,,,3.1,17.9952
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Pomacanthus zonipectus,5,,,,3.1,2.2973
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,30,,,,2,989.4112
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,35,,,,2,1455.4979
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Prionurus punctatus,40,,,,2,2033.4028
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Scarus perico,25,,,,2,336.4645
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Scarus perico,30,,,,2,586.2539
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,10,,,,2,28.4266
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,10,,,,2,28.4266
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,5,,,,2,3.7797
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes flavilatus,3,,,,2,0.8544
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes rectrifaenum,10,,,,2,21.5734
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes rectrifaenum,3,,,,2,0.5319
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Stegastes rectrifaenum,3,,,,2,0.5319
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Sufflamen verres,30,,,,3.3,702.6931
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Thalassoma lucasanum,10,,,,3.5,9.5283
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,30,,,,3.2,852.8754
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,30,,,,3.2,852.8754
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,20,,,,3.2,244.4400
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,3,,,,3.2,0.7061
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,5,,,,3.2,3.4090
,Arturo Hernandez,11/20/10,2010,13:50,14:04,,,2,2,2,Punta Blanca,Punta Blanca Bahia Magdalena,,,8.8,,9.1,,,,,,,,19,,Hypsypops rubicundus,5,,,,3.2,3.4090
