codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,abundancia,# guias,Distancia,EXTRAPOLACION,Extrapolaci—n de las guias,Observaciones
INLAPL-140806-AM-1-1-DA,Abraham Mayoral,8/14/06,2006,10:43,10:49,0:06,2,1,1,1,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,40.59,12.3,36.96,11.2,40.59,12.3,n/d,11.75,27.8484,-115.16056,n/d,n/d,6,Coliflor,5,,,,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,1,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,8,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,3,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,4,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,3,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,3,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,8,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,11,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,8,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,4,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,12,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,9,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,4,21
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,6,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,12,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,10,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,13,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,12,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,13,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,7,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,8,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,9,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,42,21,,
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Sargazo gigante,1,25,21,43,469
INLABA-280707-MR-2-14-DA,Mario Rojo,7/28/07,2007,14:07,14:16,0:09,2,2,14,14,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,25.74,7.8,24.75,7.5,25.74,7.8,n/d,7.65,27.89588,-115.20802,59,15,6,Coliflor,43,n/a,n/a,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Coliflor,23,n/a,n/a,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,4,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,4,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,6,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,13,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,2,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,3,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,9,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,6,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,3,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,12,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,8,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,4,12
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,9,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,14,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,6,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,8,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,9,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,10,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,3,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,9,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,4,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,4,12,,
INLABA-300707-AG-1-11-DA,Alonso Grosso,7/30/07,2007,10:08,10:16,0:08,2,1,11,11,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,33.99,10.3,37.29,11.3,n/d,10.8,27.89783,-115.20986,60.8,16,4,Sargazo gigante,1,5,12,75,422
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Coliflor,107,n/a,14,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,6,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,5,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,6,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,1,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,8,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,8,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,3,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,5,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,1,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,3,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,6,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,6,8
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,12,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,6,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,5,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,2,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,5,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,5,8,,
INLABA-300707-AG-2-12-DA,Alonso Grosso,7/30/07,2007,12:02,12:09,0:02,2,2,12,12,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,27.89541,-115.20908,64.4,18,4,Sargazo gigante,1,4,8,112,491
INLABA-300707-AR-1-7-DA,Alonso Ramirez,7/30/07,2007,10:05,10:13,0:08,2,1,7,7,La Barrita ,"La Barrita, Isla Natividad, Baja California Sur",2,37.29,11.3,35.64,10.8,37.29,11.3,n/d,11.05,27.89767,-115.20944,59,15,4,Coliflor,1,188,8,,
